series_id,series_url,config_url
8510,https://www.autohome.com.cn/series/8510.html,https://www.autohome.com.cn/config/series/8510.html#pvareaid=3454437
771,https://www.autohome.com.cn/series/771.html,https://www.autohome.com.cn/config/series/771.html#pvareaid=3454437
5393,https://www.autohome.com.cn/series/5393.html,https://www.autohome.com.cn/config/series/5393.html#pvareaid=3454437
588,https://www.autohome.com.cn/series/588.html,https://www.autohome.com.cn/config/series/588.html#pvareaid=3454437
51,https://www.autohome.com.cn/series/51.html,https://www.autohome.com.cn/config/series/51.html#pvareaid=3454437
6548,https://www.autohome.com.cn/series/6548.html,https://www.autohome.com.cn/config/series/6548.html#pvareaid=3454437
2561,https://www.autohome.com.cn/series/2561.html,https://www.autohome.com.cn/config/series/2561.html#pvareaid=3454437
8459,https://www.autohome.com.cn/series/8459.html,https://www.autohome.com.cn/config/series/8459.html#pvareaid=3454437
2987,https://www.autohome.com.cn/series/2987.html,https://www.autohome.com.cn/config/series/2987.html#pvareaid=3454437
834,https://www.autohome.com.cn/series/834.html,https://www.autohome.com.cn/config/series/834.html#pvareaid=3454437
633,https://www.autohome.com.cn/series/633.html,https://www.autohome.com.cn/config/series/633.html#pvareaid=3454437
8449,https://www.autohome.com.cn/series/8449.html,https://www.autohome.com.cn/config/series/8449.html#pvareaid=3454437
564,https://www.autohome.com.cn/series/564.html,https://www.autohome.com.cn/config/series/564.html#pvareaid=3454437
5138,https://www.autohome.com.cn/series/5138.html,https://www.autohome.com.cn/config/series/5138.html#pvareaid=3454437
7717,https://www.autohome.com.cn/series/7717.html,https://www.autohome.com.cn/config/series/7717.html#pvareaid=3454437
3989,https://www.autohome.com.cn/series/3989.html,https://www.autohome.com.cn/config/series/3989.html#pvareaid=3454437
6030,https://www.autohome.com.cn/series/6030.html,https://www.autohome.com.cn/config/series/6030.html#pvareaid=3454437
7855,https://www.autohome.com.cn/series/7855.html,https://www.autohome.com.cn/config/series/7855.html#pvareaid=3454437
166,https://www.autohome.com.cn/series/166.html,https://www.autohome.com.cn/config/series/166.html#pvareaid=3454437
7692,https://www.autohome.com.cn/series/7692.html,https://www.autohome.com.cn/config/series/7692.html#pvareaid=3454437
6672,https://www.autohome.com.cn/series/6672.html,https://www.autohome.com.cn/config/series/6672.html#pvareaid=3454437
634,https://www.autohome.com.cn/series/634.html,https://www.autohome.com.cn/config/series/634.html#pvareaid=3454437
7201,https://www.autohome.com.cn/series/7201.html,https://www.autohome.com.cn/config/series/7201.html#pvareaid=3454437
7658,https://www.autohome.com.cn/series/7658.html,https://www.autohome.com.cn/config/series/7658.html#pvareaid=3454437
2951,https://www.autohome.com.cn/series/2951.html,https://www.autohome.com.cn/config/series/2951.html#pvareaid=3454437
6738,https://www.autohome.com.cn/series/6738.html,https://www.autohome.com.cn/config/series/6738.html#pvareaid=3454437
7724,https://www.autohome.com.cn/series/7724.html,https://www.autohome.com.cn/config/series/7724.html#pvareaid=3454437
8092,https://www.autohome.com.cn/series/8092.html,https://www.autohome.com.cn/config/series/8092.html#pvareaid=3454437
5137,https://www.autohome.com.cn/series/5137.html,https://www.autohome.com.cn/config/series/5137.html#pvareaid=3454437
8138,https://www.autohome.com.cn/series/8138.html,https://www.autohome.com.cn/config/series/8138.html#pvareaid=3454437
692,https://www.autohome.com.cn/series/692.html,https://www.autohome.com.cn/config/series/692.html#pvareaid=3454437
6903,https://www.autohome.com.cn/series/6903.html,https://www.autohome.com.cn/config/series/6903.html#pvareaid=3454437
3158,https://www.autohome.com.cn/series/3158.html,https://www.autohome.com.cn/config/series/3158.html#pvareaid=3454437
5349,https://www.autohome.com.cn/series/5349.html,https://www.autohome.com.cn/config/series/5349.html#pvareaid=3454437
4824,https://www.autohome.com.cn/series/4824.html,https://www.autohome.com.cn/config/series/4824.html#pvareaid=3454437
4809,https://www.autohome.com.cn/series/4809.html,https://www.autohome.com.cn/config/series/4809.html#pvareaid=3454437
656,https://www.autohome.com.cn/series/656.html,https://www.autohome.com.cn/config/series/656.html#pvareaid=3454437
8160,https://www.autohome.com.cn/series/8160.html,https://www.autohome.com.cn/config/series/8160.html#pvareaid=3454437
7737,https://www.autohome.com.cn/series/7737.html,https://www.autohome.com.cn/config/series/7737.html#pvareaid=3454437
8243,https://www.autohome.com.cn/series/8243.html,https://www.autohome.com.cn/config/series/8243.html#pvareaid=3454437
117,https://www.autohome.com.cn/series/117.html,https://www.autohome.com.cn/config/series/117.html#pvareaid=3454437
2886,https://www.autohome.com.cn/series/2886.html,https://www.autohome.com.cn/config/series/2886.html#pvareaid=3454437
