category_id,category,month,rank,series_id,name,global_name,units,price,link,image_url,series_url,manufacturer,manufacturer_ja
1,燃油车,2026-03,1,448.0,轩逸,シルフィ,28093.0,7.99-17.49万,https://www.autohome.com.cn/448/#pvareaid=6861512,public/autohome_images_energy/1/1_0_轩逸.png,https://www.autohome.com.cn/448/#pvareaid=6861512,日产,日産
1,燃油车,2026-03,2,614.0,朗逸,ラヴィーダ (Lavida),19939.0,8.00-15.19万,https://www.autohome.com.cn/614/#pvareaid=6861512,public/autohome_images_energy/1/2_1_朗逸.png,https://www.autohome.com.cn/614/#pvareaid=6861512,大众,Volkswagen
1,燃油车,2026-03,3,6814.0,博越L,Boyue L,17402.0,9.99-12.99万,https://www.autohome.com.cn/6814/#pvareaid=6861512,public/autohome_images_energy/1/3_2_博越L.png,https://www.autohome.com.cn/6814/#pvareaid=6861512,吉利汽车,Geely（吉利）
1,燃油车,2026-03,4,110.0,凯美瑞,カムリ,17069.0,17.18-25.98万,https://www.autohome.com.cn/110/#pvareaid=6861512,public/autohome_images_energy/1/4_3_凯美瑞.png,https://www.autohome.com.cn/110/#pvareaid=6861512,丰田,トヨタ
1,燃油车,2026-03,5,442.0,速腾,サギター (Sagitar),16891.0,9.38-16.49万,https://www.autohome.com.cn/442/#pvareaid=6861512,public/autohome_images_energy/1/5_4_速腾.png,https://www.autohome.com.cn/442/#pvareaid=6861512,大众,Volkswagen
1,燃油车,2026-03,6,528.0,帕萨特,パサート (Passat),16067.0,16.45-30.98万,https://www.autohome.com.cn/528/#pvareaid=6861512,public/autohome_images_energy/1/6_5_帕萨特.png,https://www.autohome.com.cn/528/#pvareaid=6861512,大众,Volkswagen
1,燃油车,2026-03,7,4744.0,探岳,タイロン (Tayron),15897.0,19.89-25.99万,https://www.autohome.com.cn/4744/#pvareaid=6861512,public/autohome_images_energy/1/7_6_探岳.png,https://www.autohome.com.cn/4744/#pvareaid=6861512,大众,Volkswagen
1,燃油车,2026-03,8,6414.0,锋兰达,フロントランダー,15470.0,13.28-17.28万,https://www.autohome.com.cn/6414/#pvareaid=6861512,public/autohome_images_energy/1/8_7_锋兰达.png,https://www.autohome.com.cn/6414/#pvareaid=6861512,丰田,トヨタ
1,燃油车,2026-03,9,770.0,RAV4荣放,RAV4,14662.0,16.98-23.88万,https://www.autohome.com.cn/770/#pvareaid=6861512,public/autohome_images_energy/1/9_8_RAV4荣放.png,https://www.autohome.com.cn/770/#pvareaid=6861512,丰田,トヨタ
1,燃油车,2026-03,10,4274.0,途观L,ティグアンL (Tiguan L),14581.0,18.68-26.68万,https://www.autohome.com.cn/4274/#pvareaid=6861512,public/autohome_images_energy/1/10_9_途观L.png,https://www.autohome.com.cn/4274/#pvareaid=6861512,大众,Volkswagen
