category_id,category,month,rank,series_id,name,units,price,link,image_url,series_url
1,燃油车,2026-06,1,110,凯美瑞,17114,17.18-25.98万,https://www.autohome.com.cn/110/#pvareaid=6861512,public/autohome_energy/hezi/images/1/1_0_凯美瑞.png,https://www.autohome.com.cn/110/#pvareaid=6861512
1,燃油车,2026-06,2,614,朗逸,15444,8.00-15.19万,https://www.autohome.com.cn/614/#pvareaid=6861512,public/autohome_energy/hezi/images/1/2_1_朗逸.png,https://www.autohome.com.cn/614/#pvareaid=6861512
1,燃油车,2026-06,3,496,迈腾,12896,17.49-24.69万,https://www.autohome.com.cn/496/#pvareaid=6861512,public/autohome_energy/hezi/images/1/3_2_迈腾.png,https://www.autohome.com.cn/496/#pvareaid=6861512
1,燃油车,2026-06,4,528,帕萨特,12862,16.45-30.98万,https://www.autohome.com.cn/528/#pvareaid=6861512,public/autohome_energy/hezi/images/1/4_3_帕萨特.png,https://www.autohome.com.cn/528/#pvareaid=6861512
1,燃油车,2026-06,5,66,宝马3系,10549,25.80-33.80万,https://www.autohome.com.cn/66/#pvareaid=6861512,public/autohome_energy/hezi/images/1/5_4_宝马3系.png,https://www.autohome.com.cn/66/#pvareaid=6861512
1,燃油车,2026-06,6,448,轩逸,10329,7.99-17.49万,https://www.autohome.com.cn/448/#pvareaid=6861512,public/autohome_energy/hezi/images/1/6_5_轩逸.png,https://www.autohome.com.cn/448/#pvareaid=6861512
1,燃油车,2026-06,7,197,奔驰E级,9600,37.88-59.98万,https://www.autohome.com.cn/197/#pvareaid=6861512,public/autohome_energy/hezi/images/1/7_6_奔驰E级.png,https://www.autohome.com.cn/197/#pvareaid=6861512
1,燃油车,2026-06,8,442,速腾,9221,9.38-16.49万,https://www.autohome.com.cn/442/#pvareaid=6861512,public/autohome_energy/hezi/images/1/8_7_速腾.png,https://www.autohome.com.cn/442/#pvareaid=6861512
1,燃油车,2026-06,9,78,雅阁,7797,17.98-21.48万,https://www.autohome.com.cn/78/#pvareaid=6861512,public/autohome_energy/hezi/images/1/9_8_雅阁.png,https://www.autohome.com.cn/78/#pvareaid=6861512
1,燃油车,2026-06,10,18,奥迪A6L,7095,32.29-55.89万,https://www.autohome.com.cn/18/#pvareaid=6861512,public/autohome_energy/hezi/images/1/10_9_奥迪A6L.png,https://www.autohome.com.cn/18/#pvareaid=6861512
1,燃油车,2026-06,11,65,宝马5系,6965,36.80-44.80万,https://www.autohome.com.cn/65/#pvareaid=6861512,public/autohome_energy/hezi/images/1/11_10_宝马5系.png,https://www.autohome.com.cn/65/#pvareaid=6861512
1,燃油车,2026-06,12,4962,亚洲龙,6026,17.88-25.68万,https://www.autohome.com.cn/4962/#pvareaid=6861512,public/autohome_energy/hezi/images/1/12_11_亚洲龙.png,https://www.autohome.com.cn/4962/#pvareaid=6861512
1,燃油车,2026-06,13,588,奔驰C级,6015,29.99-34.56万,https://www.autohome.com.cn/588/#pvareaid=6861512,public/autohome_energy/hezi/images/1/13_12_奔驰C级.png,https://www.autohome.com.cn/588/#pvareaid=6861512
1,燃油车,2026-06,14,3170,奥迪A3,5284,16.59-20.99万,https://www.autohome.com.cn/3170/#pvareaid=6861512,public/autohome_energy/hezi/images/1/14_13_奥迪A3.png,https://www.autohome.com.cn/3170/#pvareaid=6861512
1,燃油车,2026-06,15,526,卡罗拉,5227,11.68-15.58万,https://www.autohome.com.cn/526/#pvareaid=6861512,public/autohome_energy/hezi/images/1/15_14_卡罗拉.png,https://www.autohome.com.cn/526/#pvareaid=6861512
1,燃油车,2026-06,16,51,伊兰特,4480,9.98-12.38万,https://www.autohome.com.cn/51/#pvareaid=6861512,public/autohome_energy/hezi/images/1/16_15_伊兰特.png,https://www.autohome.com.cn/51/#pvareaid=6861512
1,燃油车,2026-06,17,634,天籁,4054,13.99-23.98万,https://www.autohome.com.cn/634/#pvareaid=6861512,public/autohome_energy/hezi/images/1/17_16_天籁.png,https://www.autohome.com.cn/634/#pvareaid=6861512
1,燃油车,2026-06,18,834,君越,3967,20.99-23.99万,https://www.autohome.com.cn/834/#pvareaid=6861512,public/autohome_energy/hezi/images/1/18_17_君越.png,https://www.autohome.com.cn/834/#pvareaid=6861512
1,燃油车,2026-06,19,633,宝来,3299,8.29-11.39万,https://www.autohome.com.cn/633/#pvareaid=6861512,public/autohome_energy/hezi/images/1/19_18_宝来.png,https://www.autohome.com.cn/633/#pvareaid=6861512
1,燃油车,2026-06,20,7855,奥迪A5L,3121,25.58-34.68万,https://www.autohome.com.cn/7855/#pvareaid=6861512,public/autohome_energy/hezi/images/1/20_19_奥迪A5L.png,https://www.autohome.com.cn/7855/#pvareaid=6861512
