series_id,series_url,config_url
614,https://www.autohome.com.cn/series/614.html,https://www.autohome.com.cn/config/series/614.html#pvareaid=3454437
110,https://www.autohome.com.cn/series/110.html,https://www.autohome.com.cn/config/series/110.html#pvareaid=3454437
448,https://www.autohome.com.cn/series/448.html,https://www.autohome.com.cn/config/series/448.html#pvareaid=3454437
588,https://www.autohome.com.cn/series/588.html,https://www.autohome.com.cn/config/series/588.html#pvareaid=3454437
442,https://www.autohome.com.cn/series/442.html,https://www.autohome.com.cn/config/series/442.html#pvareaid=3454437
18,https://www.autohome.com.cn/series/18.html,https://www.autohome.com.cn/config/series/18.html#pvareaid=3454437
66,https://www.autohome.com.cn/series/66.html,https://www.autohome.com.cn/config/series/66.html#pvareaid=3454437
528,https://www.autohome.com.cn/series/528.html,https://www.autohome.com.cn/config/series/528.html#pvareaid=3454437
496,https://www.autohome.com.cn/series/496.html,https://www.autohome.com.cn/config/series/496.html#pvareaid=3454437
197,https://www.autohome.com.cn/series/197.html,https://www.autohome.com.cn/config/series/197.html#pvareaid=3454437
65,https://www.autohome.com.cn/series/65.html,https://www.autohome.com.cn/config/series/65.html#pvareaid=3454437
4962,https://www.autohome.com.cn/series/4962.html,https://www.autohome.com.cn/config/series/4962.html#pvareaid=3454437
3170,https://www.autohome.com.cn/series/3170.html,https://www.autohome.com.cn/config/series/3170.html#pvareaid=3454437
634,https://www.autohome.com.cn/series/634.html,https://www.autohome.com.cn/config/series/634.html#pvareaid=3454437
633,https://www.autohome.com.cn/series/633.html,https://www.autohome.com.cn/config/series/633.html#pvareaid=3454437
526,https://www.autohome.com.cn/series/526.html,https://www.autohome.com.cn/config/series/526.html#pvareaid=3454437
834,https://www.autohome.com.cn/series/834.html,https://www.autohome.com.cn/config/series/834.html#pvareaid=3454437
78,https://www.autohome.com.cn/series/78.html,https://www.autohome.com.cn/config/series/78.html#pvareaid=3454437
5349,https://www.autohome.com.cn/series/5349.html,https://www.autohome.com.cn/config/series/5349.html#pvareaid=3454437
135,https://www.autohome.com.cn/series/135.html,https://www.autohome.com.cn/config/series/135.html#pvareaid=3454437
