rank,name,global_name,units,delta_vs_last_month,link,price,image_url,manufacturer,manufacturer_ja
1,小米YU7,YU7,37869,2.0,https://www.autohome.com.cn/7793/#pvareaid=6861512,23.35-38.99万,./images/by_series/7793_7e7cd967.png,小米汽车,Xiaomi（小米）
2,博越L,Boyue L,34176,39.0,https://www.autohome.com.cn/6814/#pvareaid=6861512,9.99-12.99万,./images/by_series/6814_232d3619.png,吉利汽车,Geely（吉利）
3,星愿,Geely Xingyuan,29007,1.0,https://www.autohome.com.cn/7806/#pvareaid=6861512,6.88-8.78万,./images/by_series/7806_b7d9a6e2.png,吉利银河,Geely Galaxy（吉利銀河）
4,问界M7,Wenjie M7,26454,2.0,https://www.autohome.com.cn/6643/#pvareaid=6861512,24.98-38.98万,./images/by_series/6643_17dcbdeb.png,AITO 问界,AITO（問界）
5,速腾,サギター (Sagitar),25316,9.0,https://www.autohome.com.cn/442/#pvareaid=6861512,9.38-16.49万,./images/by_series/442_fffabf8a.png,大众,Volkswagen
6,轩逸,シルフィ,24209,4.0,https://www.autohome.com.cn/448/#pvareaid=6861512,7.99-17.49万,./images/by_series/448_1c5dc236.png,日产,日産
7,星越L,Monjaro,23815,94.0,https://www.autohome.com.cn/6004/#pvareaid=6861512,13.97-17.97万,./images/by_series/6004_aef1d886.png,吉利汽车,Geely（吉利）
8,朗逸,ラヴィーダ (Lavida),23481,5.0,https://www.autohome.com.cn/614/#pvareaid=6861512,8.00-15.19万,./images/by_series/614_14f7438d.png,大众,Volkswagen
9,途观L,ティグアンL (Tiguan L),21330,8.0,https://www.autohome.com.cn/4274/#pvareaid=6861512,18.68-26.68万,./images/by_series/4274_39847c63.png,大众,Volkswagen
10,帕萨特,パサート (Passat),20799,5.0,https://www.autohome.com.cn/528/#pvareaid=6861512,16.45-30.98万,./images/by_series/528_d809c87e.png,大众,Volkswagen
11,卡罗拉锐放,カローラクロス,20188,,https://www.autohome.com.cn/6428/#pvareaid=6861512,12.68-18.48万,./images/by_series/6428_aae9086a.png,丰田,トヨタ
12,迈腾,マゴタン (Magotan),19306,12.0,https://www.autohome.com.cn/496/#pvareaid=6861512,17.49-24.69万,./images/by_series/496_5ac1491c.png,大众,Volkswagen
13,星瑞,Preface,19027,64.0,https://www.autohome.com.cn/5273/#pvareaid=6861512,9.87-14.67万,./images/by_series/5273_199554b9.png,吉利汽车,Geely（吉利）
14,本田CR-V,CR-V,18900,11.0,https://www.autohome.com.cn/314/#pvareaid=6861512,18.59-24.99万,./images/by_series/314_0aee31f9.png,本田,ホンダ
15,锋兰达,フロントランダー,18629,4.0,https://www.autohome.com.cn/6414/#pvareaid=6861512,13.28-17.28万,./images/by_series/6414_b149dd8b.png,丰田,トヨタ
16,蔚来ES8,NIO ES8,17645,-4.0,https://www.autohome.com.cn/4427/#pvareaid=6861512,40.68-45.68万,./images/by_series/4427_fc798676.png,蔚来,NIO（蔚来）
17,凯美瑞,カムリ,17426,-1.0,https://www.autohome.com.cn/110/#pvareaid=6861512,17.18-25.98万,./images/by_series/110_9fe9828c.png,丰田,トヨタ
18,钛7,レオパード7 (Leopard 7),17116,-13.0,https://www.autohome.com.cn/8171/#pvareaid=6861512,17.98-23.98万,./images/by_series/8171_591f5a63.png,方程豹,Fangchengbao（方程豹）
19,理想i6,Li Xiang i6,16883,13.0,https://www.autohome.com.cn/8183/#pvareaid=6861512,24.98-26.98万,./images/by_series/8183_270ff8b8.png,理想汽车,Li Auto
20,Model Y,モデルY,16845,-19.0,https://www.autohome.com.cn/5769/#pvareaid=6861512,26.35-31.35万,./images/by_series/5769_29287643.png,特斯拉,Tesla
21,帝豪,Geely Emgrand,16805,66.0,https://www.autohome.com.cn/3556/#pvareaid=6861512,6.29-9.19万,./images/by_series/3556_5bf02951.png,吉利汽车,Geely（吉利）
22,探岳,タイロン (Tayron),16732,14.0,https://www.autohome.com.cn/4744/#pvareaid=6861512,19.89-25.99万,./images/by_series/4744_746b217e.png,大众,Volkswagen
23,红旗H5,H5,16073,15.0,https://www.autohome.com.cn/4410/#pvareaid=6861512,15.98-21.58万,./images/by_series/4410_30103952.png,红旗,紅旗
24,瑞虎8,Tiggo 8,15705,5.0,https://www.autohome.com.cn/4693/#pvareaid=6861512,10.99-12.99万,./images/by_series/4693_5ef737a0.png,奇瑞,Chery（奇瑞）
25,奥迪A6L,A6L,15660,-7.0,https://www.autohome.com.cn/18/#pvareaid=6861512,32.29-55.89万,./images/by_series/18_41287a14.png,奥迪,Audi
26,宝马3系,3シリーズ,14626,16.0,https://www.autohome.com.cn/66/#pvareaid=6861512,25.80-33.80万,./images/by_series/66_42d48ffb.png,宝马,BMW
27,长安CS75PLUS,CS75 Plus,14440,21.0,https://www.autohome.com.cn/5179/#pvareaid=6861512,10.89-14.39万,./images/by_series/5179_00cc24d5.png,长安,長安
28,奥迪Q5L,Q5L,14190,12.0,https://www.autohome.com.cn/4851/#pvareaid=6861512,30.98-39.98万,./images/by_series/4851_eeb1b11e.png,奥迪,Audi
29,逸动,Eado,13895,5.0,https://www.autohome.com.cn/2429/#pvareaid=6861512,7.29-9.99万,./images/by_series/2429_30ad1140.png,长安,長安
30,雅阁,アコード,13825,-10.0,https://www.autohome.com.cn/78/#pvareaid=6861512,17.98-23.88万,./images/by_series/78_cb6c81c5.png,本田,ホンダ
31,亚洲龙,アバロン,13349,6.0,https://www.autohome.com.cn/4962/#pvareaid=6861512,17.88-25.68万,./images/by_series/4962_3f11ec49.png,丰田,トヨタ
32,昂科威Plus,Envision Plus,13302,24.0,https://www.autohome.com.cn/3554/#pvareaid=6861512,22.99-25.99万,./images/by_series/3554_5674c06a.png,别克,Buick
33,途岳,トゥアレ (Tharu),13057,13.0,https://www.autohome.com.cn/4745/#pvareaid=6861512,12.59-21.66万,./images/by_series/4745_2e242b08.png,大众,Volkswagen
34,宝马5系,5シリーズ,12976,18.0,https://www.autohome.com.cn/65/#pvareaid=6861512,36.80-44.80万,./images/by_series/65_b36d38a9.png,宝马,BMW
35,艾瑞泽8,Arrizo 8,12478,-7.0,https://www.autohome.com.cn/6664/#pvareaid=6861512,9.99-14.89万,./images/by_series/6664_d2ad5f28.png,奇瑞,Chery（奇瑞）
36,奔驰E级,Eクラス,12119,9.0,https://www.autohome.com.cn/197/#pvareaid=6861512,37.88-59.98万,./images/by_series/197_6484f170.png,奔驰,Mercedes-Benz
37,RAV4荣放,RAV4,11316,42.0,https://www.autohome.com.cn/770/#pvareaid=6861512,16.98-23.88万,./images/by_series/770_aebec05a.png,丰田,トヨタ
38,哈弗大狗,Big Dog,11275,15.0,https://www.autohome.com.cn/5770/#pvareaid=6861512,12.39-14.99万,./images/by_series/5770_5257bc62.png,哈弗,Haval（哈弗）
39,MG4,MG4,10007,,https://www.autohome.com.cn/6651/#pvareaid=6861512,6.88-10.28万,./images/by_series/6651_b983bc42.png,名爵,MG（名爵）
40,传祺GS3,GS3,9757,87.0,https://www.autohome.com.cn/3495/#pvareaid=6861512,7.98-9.98万,./images/by_series/3495_04efd23e.png,广汽传祺,GAC Trumpchi（広汽伝祺）
41,长安X5 PLUS,X5 Plus,9527,47.0,https://www.autohome.com.cn/7552/#pvareaid=6861512,6.99-10.39万,./images/by_series/7552_cee67d18.png,长安,長安
42,皓影,ブリーズ,9355,12.0,https://www.autohome.com.cn/5393/#pvareaid=6861512,13.79-26.39万,./images/by_series/5393_17d6451b.png,本田,ホンダ
43,赛那SIENNA,シエナ,9133,24.0,https://www.autohome.com.cn/6272/#pvareaid=6861512,29.98-39.38万,./images/by_series/6272_c7f60705.png,丰田,トヨタ
44,宝马X3,X3,8341,42.0,https://www.autohome.com.cn/4658/#pvareaid=6861512,31.80-39.80万,./images/by_series/4658_e45bfe63.png,宝马,BMW
45,缤越,Coolray,8233,6.0,https://www.autohome.com.cn/4701/#pvareaid=6861512,6.68-9.78万,./images/by_series/4701_02971080.png,吉利汽车,Geely（吉利）
46,宝马X5,X5,7852,38.0,https://www.autohome.com.cn/6548/#pvareaid=6861512,59.80-74.80万,./images/by_series/6548_26178c20.png,宝马,BMW
47,汉兰达,ハイランダー,7506,26.0,https://www.autohome.com.cn/771/#pvareaid=6861512,24.98-32.58万,./images/by_series/771_8530e9a0.png,丰田,トヨタ
48,宋Pro新能源,Sealion 5 DM-i,7481,-26.0,https://www.autohome.com.cn/5279/#pvareaid=6861512,10.28-13.38万,./images/by_series/5279_6b583f23.png,比亚迪,BYD
49,问界M8,AITO M8,7381,-22.0,https://www.autohome.com.cn/8003/#pvareaid=6861512,35.98-45.98万,./images/by_series/8003_2e550323.png,AITO 问界,AITO（問界）
50,奔驰C级,Cクラス,7362,14.0,https://www.autohome.com.cn/588/#pvareaid=6861512,29.99-34.56万,./images/by_series/588_7509f242.png,奔驰,Mercedes-Benz
