rank,series_id,name,global_name,units,price,link,image_url,series_url,manufacturer,manufacturer_ja
1,448,轩逸,シルフィ,38434,7.99-17.49万,https://www.autohome.com.cn/448/#pvareaid=6861512,./images/by_series/448_5123687f.png,https://www.autohome.com.cn/448/#pvareaid=6861512,日产,日産
2,442,速腾,サギター (Sagitar),28861,9.38-16.49万,https://www.autohome.com.cn/442/#pvareaid=6861512,./images/by_series/442_fffabf8a.png,https://www.autohome.com.cn/442/#pvareaid=6861512,大众,Volkswagen
3,528,帕萨特,パサート (Passat),19508,16.45-30.98万,https://www.autohome.com.cn/528/#pvareaid=6861512,./images/by_series/528_d809c87e.png,https://www.autohome.com.cn/528/#pvareaid=6861512,大众,Volkswagen
4,770,RAV4荣放,RAV4,19252,16.98-23.88万,https://www.autohome.com.cn/770/#pvareaid=6861512,./images/by_series/770_aebec05a.png,https://www.autohome.com.cn/770/#pvareaid=6861512,丰田,トヨタ
5,614,朗逸,ラヴィーダ (Lavida),19201,8.00-15.19万,https://www.autohome.com.cn/614/#pvareaid=6861512,./images/by_series/614_cb1f5741.png,https://www.autohome.com.cn/614/#pvareaid=6861512,大众,Volkswagen
6,4274,途观L,ティグアンL (Tiguan L),18480,18.68-26.68万,https://www.autohome.com.cn/4274/#pvareaid=6861512,./images/by_series/4274_39847c63.png,https://www.autohome.com.cn/4274/#pvareaid=6861512,大众,Volkswagen
7,110,凯美瑞,カムリ,17809,17.18-25.98万,https://www.autohome.com.cn/110/#pvareaid=6861512,./images/by_series/110_9fe9828c.png,https://www.autohome.com.cn/110/#pvareaid=6861512,丰田,トヨタ
8,496,迈腾,マゴタン (Magotan),17396,17.49-24.69万,https://www.autohome.com.cn/496/#pvareaid=6861512,./images/by_series/496_5ac1491c.png,https://www.autohome.com.cn/496/#pvareaid=6861512,大众,Volkswagen
9,18,奥迪A6L,A6L,15350,32.29-55.89万,https://www.autohome.com.cn/18/#pvareaid=6861512,./images/by_series/18_41287a14.png,https://www.autohome.com.cn/18/#pvareaid=6861512,奥迪,Audi
10,6428,卡罗拉锐放,カローラクロス,15064,12.68-18.48万,https://www.autohome.com.cn/6428/#pvareaid=6861512,./images/by_series/6428_aae9086a.png,https://www.autohome.com.cn/6428/#pvareaid=6861512,丰田,トヨタ
11,4744,探岳,タイロン (Tayron),13999,19.89-25.99万,https://www.autohome.com.cn/4744/#pvareaid=6861512,./images/by_series/4744_746b217e.png,https://www.autohome.com.cn/4744/#pvareaid=6861512,大众,Volkswagen
12,6414,锋兰达,フロントランダー,13595,13.28-17.28万,https://www.autohome.com.cn/6414/#pvareaid=6861512,./images/by_series/6414_b149dd8b.png,https://www.autohome.com.cn/6414/#pvareaid=6861512,丰田,トヨタ
13,78,雅阁,アコード,13441,17.98-23.88万,https://www.autohome.com.cn/78/#pvareaid=6861512,./images/by_series/78_cb6c81c5.png,https://www.autohome.com.cn/78/#pvareaid=6861512,本田,ホンダ
14,66,宝马3系,3シリーズ,13397,25.80-33.80万,https://www.autohome.com.cn/66/#pvareaid=6861512,./images/by_series/66_42d48ffb.png,https://www.autohome.com.cn/66/#pvareaid=6861512,宝马,BMW
15,4745,途岳,トゥアレ (Tharu),12634,12.59-21.66万,https://www.autohome.com.cn/4745/#pvareaid=6861512,./images/by_series/4745_2e242b08.png,https://www.autohome.com.cn/4745/#pvareaid=6861512,大众,Volkswagen
16,314,本田CR-V,CR-V,12261,18.59-24.99万,https://www.autohome.com.cn/314/#pvareaid=6861512,./images/by_series/314_0aee31f9.png,https://www.autohome.com.cn/314/#pvareaid=6861512,本田,ホンダ
17,4851,奥迪Q5L,Q5L,11685,30.98-39.98万,https://www.autohome.com.cn/4851/#pvareaid=6861512,./images/by_series/4851_2af5fea6.png,https://www.autohome.com.cn/4851/#pvareaid=6861512,奥迪,Audi
18,4962,亚洲龙,アバロン,11500,17.88-25.68万,https://www.autohome.com.cn/4962/#pvareaid=6861512,./images/by_series/4962_c00f1956.png,https://www.autohome.com.cn/4962/#pvareaid=6861512,丰田,トヨタ
19,3862,奔驰GLC,GLC,10840,35.18-46.28万,https://www.autohome.com.cn/3862/#pvareaid=6861512,./images/by_series/3862_4dc3db90.png,https://www.autohome.com.cn/3862/#pvareaid=6861512,奔驰,Mercedes-Benz
20,7712,铂智3X,bZ3X,10010,10.98-15.98万,https://www.autohome.com.cn/7712/#pvareaid=6861512,./images/by_series/7712_17b0f5a9.png,https://www.autohome.com.cn/7712/#pvareaid=6861512,丰田,トヨタ
21,564,逍客,キャシュカイ,9729,12.59-17.49万,https://www.autohome.com.cn/564/#pvareaid=6861512,./images/by_series/564_d8648c7a.png,https://www.autohome.com.cn/564/#pvareaid=6861512,日产,日産
22,3554,昂科威Plus,Envision Plus,9566,22.99-25.99万,https://www.autohome.com.cn/3554/#pvareaid=6861512,./images/by_series/3554_5674c06a.png,https://www.autohome.com.cn/3554/#pvareaid=6861512,别克,Buick
23,197,奔驰E级,Eクラス,9314,37.88-59.98万,https://www.autohome.com.cn/197/#pvareaid=6861512,./images/by_series/197_6484f170.png,https://www.autohome.com.cn/197/#pvareaid=6861512,奔驰,Mercedes-Benz
24,526,卡罗拉,カローラ,9290,11.68-15.58万,https://www.autohome.com.cn/526/#pvareaid=6861512,./images/by_series/526_00475b55.png,https://www.autohome.com.cn/526/#pvareaid=6861512,丰田,トヨタ
25,5393,皓影,ブリーズ,9283,13.79-26.39万,https://www.autohome.com.cn/5393/#pvareaid=6861512,./images/by_series/5393_17d6451b.png,https://www.autohome.com.cn/5393/#pvareaid=6861512,本田,ホンダ
26,588,奔驰C级,Cクラス,9126,29.99-34.56万,https://www.autohome.com.cn/588/#pvareaid=6861512,./images/by_series/588_e372ed03.png,https://www.autohome.com.cn/588/#pvareaid=6861512,奔驰,Mercedes-Benz
27,65,宝马5系,5シリーズ,9098,36.80-44.80万,https://www.autohome.com.cn/65/#pvareaid=6861512,./images/by_series/65_b36d38a9.png,https://www.autohome.com.cn/65/#pvareaid=6861512,宝马,BMW
28,4658,宝马X3,X3,7851,31.80-39.80万,https://www.autohome.com.cn/4658/#pvareaid=6861512,./images/by_series/4658_e45bfe63.png,https://www.autohome.com.cn/4658/#pvareaid=6861512,宝马,BMW
29,771,汉兰达,ハイランダー,7642,24.98-32.58万,https://www.autohome.com.cn/771/#pvareaid=6861512,./images/by_series/771_e1df166f.png,https://www.autohome.com.cn/771/#pvareaid=6861512,丰田,トヨタ
30,5472,威兰达,ウィランダー,7367,16.98-23.08万,https://www.autohome.com.cn/5472/#pvareaid=6861512,./images/by_series/5472_962ab92f.png,https://www.autohome.com.cn/5472/#pvareaid=6861512,丰田,トヨタ
31,51,伊兰特,エラントラ (Elantra),6727,9.98-14.98万,https://www.autohome.com.cn/51/#pvareaid=6861512,./images/by_series/51_c241b74c.png,https://www.autohome.com.cn/51/#pvareaid=6861512,现代,Hyundai
32,6272,赛那SIENNA,シエナ,6701,29.98-39.38万,https://www.autohome.com.cn/6272/#pvareaid=6861512,./images/by_series/6272_c7f60705.png,https://www.autohome.com.cn/6272/#pvareaid=6861512,丰田,トヨタ
33,6548,宝马X5,X5,6605,59.80-74.80万,https://www.autohome.com.cn/6548/#pvareaid=6861512,./images/by_series/6548_26178c20.png,https://www.autohome.com.cn/6548/#pvareaid=6861512,宝马,BMW
34,692,奥迪A4L,A4L,6550,28.98-36.28万,https://www.autohome.com.cn/692/#pvareaid=6861512,./images/by_series/692_ee8427b1.png,https://www.autohome.com.cn/692/#pvareaid=6861512,奥迪,Audi
35,3170,奥迪A3,A3,6368,16.59-20.99万,https://www.autohome.com.cn/3170/#pvareaid=6861512,./images/by_series/3170_38faeff7.png,https://www.autohome.com.cn/3170/#pvareaid=6861512,奥迪,Audi
36,633,宝来,Bora,6022,8.29-11.39万,https://www.autohome.com.cn/633/#pvareaid=6861512,./images/by_series/633_16c748f6.png,https://www.autohome.com.cn/633/#pvareaid=6861512,大众,Volkswagen
37,7855,奥迪A5L,A5L,6004,25.58-34.68万,https://www.autohome.com.cn/7855/#pvareaid=6861512,./images/by_series/7855_c5e59703.png,https://www.autohome.com.cn/7855/#pvareaid=6861512,奥迪,Audi
38,6672,格瑞维亚,グランビア,5781,29.98-41.68万,https://www.autohome.com.cn/6672/#pvareaid=6861512,./images/by_series/6672_4261d4b4.png,https://www.autohome.com.cn/6672/#pvareaid=6861512,丰田,トヨタ
39,8138,沃尔沃XC70插电式混动,XC70 PHEV,5354,41.19-49.69万,https://www.autohome.com.cn/8138/#pvareaid=6861512,./images/by_series/8138_4dc80f29.png,https://www.autohome.com.cn/8138/#pvareaid=6861512,沃尔沃,Volvo
40,656,奇骏,エクストレイル,5156,16.08-26.29万,https://www.autohome.com.cn/656/#pvareaid=6861512,./images/by_series/656_0f96f64c.png,https://www.autohome.com.cn/656/#pvareaid=6861512,日产,日産
