rank,series_id,name,global_name,units,price,link,image_url,series_url,manufacturer,manufacturer_ja
1,614,朗逸,ラヴィーダ (Lavida),13033.0,8.00-15.19万,https://www.autohome.com.cn/614/#pvareaid=6861512,./images/by_series/614_1df4af70.png,https://www.autohome.com.cn/614/#pvareaid=6861512,大众,Volkswagen
2,448,轩逸,シルフィ,12936.0,7.99-17.49万,https://www.autohome.com.cn/448/#pvareaid=6861512,./images/by_series/448_1c5dc236.png,https://www.autohome.com.cn/448/#pvareaid=6861512,日产,日産
3,4274,途观L,ティグアンL (Tiguan L),12503.0,18.68-26.68万,https://www.autohome.com.cn/4274/#pvareaid=6861512,./images/by_series/4274_39847c63.png,https://www.autohome.com.cn/4274/#pvareaid=6861512,大众,Volkswagen
4,110,凯美瑞,カムリ,12237.0,17.18-25.98万,https://www.autohome.com.cn/110/#pvareaid=6861512,./images/by_series/110_9fe9828c.png,https://www.autohome.com.cn/110/#pvareaid=6861512,丰田,トヨタ
5,496,迈腾,マゴタン (Magotan),12170.0,17.49-24.69万,https://www.autohome.com.cn/496/#pvareaid=6861512,./images/by_series/496_5ac1491c.png,https://www.autohome.com.cn/496/#pvareaid=6861512,大众,Volkswagen
6,4744,探岳,タイロン (Tayron),11425.0,19.89-25.99万,https://www.autohome.com.cn/4744/#pvareaid=6861512,./images/by_series/4744_746b217e.png,https://www.autohome.com.cn/4744/#pvareaid=6861512,大众,Volkswagen
7,314,本田CR-V,CR-V,10744.0,18.59-24.99万,https://www.autohome.com.cn/314/#pvareaid=6861512,./images/by_series/314_0aee31f9.png,https://www.autohome.com.cn/314/#pvareaid=6861512,本田,ホンダ
8,528,帕萨特,パサート (Passat),10727.0,16.45-30.98万,https://www.autohome.com.cn/528/#pvareaid=6861512,./images/by_series/528_d809c87e.png,https://www.autohome.com.cn/528/#pvareaid=6861512,大众,Volkswagen
9,6414,锋兰达,フロントランダー,10725.0,13.28-17.28万,https://www.autohome.com.cn/6414/#pvareaid=6861512,./images/by_series/6414_b149dd8b.png,https://www.autohome.com.cn/6414/#pvareaid=6861512,丰田,トヨタ
10,770,RAV4荣放,RAV4,9857.0,16.98-22.88万,https://www.autohome.com.cn/770/#pvareaid=6861512,./images/by_series/770_aebec05a.png,https://www.autohome.com.cn/770/#pvareaid=6861512,丰田,トヨタ
11,66,宝马3系,3シリーズ,9754.0,25.80-33.80万,https://www.autohome.com.cn/66/#pvareaid=6861512,./images/by_series/66_42d48ffb.png,https://www.autohome.com.cn/66/#pvareaid=6861512,宝马,BMW
12,442,速腾,サギター (Sagitar),9554.0,9.38-16.49万,https://www.autohome.com.cn/442/#pvareaid=6861512,./images/by_series/442_fffabf8a.png,https://www.autohome.com.cn/442/#pvareaid=6861512,大众,Volkswagen
13,197,奔驰E级,Eクラス,8928.0,37.88-59.98万,https://www.autohome.com.cn/197/#pvareaid=6861512,./images/by_series/197_6484f170.png,https://www.autohome.com.cn/197/#pvareaid=6861512,奔驰,Mercedes-Benz
14,18,奥迪A6L,A6L,8709.0,32.29-55.89万,https://www.autohome.com.cn/18/#pvareaid=6861512,./images/by_series/18_41287a14.png,https://www.autohome.com.cn/18/#pvareaid=6861512,奥迪,Audi
15,5472,威兰达,ウィランダー,8056.0,16.98-23.08万,https://www.autohome.com.cn/5472/#pvareaid=6861512,./images/by_series/5472_962ab92f.png,https://www.autohome.com.cn/5472/#pvareaid=6861512,丰田,トヨタ
16,3862,奔驰GLC,GLC,7865.0,35.18-46.28万,https://www.autohome.com.cn/3862/#pvareaid=6861512,./images/by_series/3862_4dc3db90.png,https://www.autohome.com.cn/3862/#pvareaid=6861512,奔驰,Mercedes-Benz
17,8510,别克至境E7,别克至境E7,7668.0,15.99-19.99万,https://www.autohome.com.cn/8510/#pvareaid=6861512,./images/by_series/8510_447f8e47.png,https://www.autohome.com.cn/8510/#pvareaid=6861512,别克,Buick
18,6272,赛那SIENNA,シエナ,7479.0,29.98-39.38万,https://www.autohome.com.cn/6272/#pvareaid=6861512,./images/by_series/6272_ac5d879b.png,https://www.autohome.com.cn/6272/#pvareaid=6861512,丰田,トヨタ
19,4745,途岳,トゥアレ (Tharu),7283.0,12.59-21.66万,https://www.autohome.com.cn/4745/#pvareaid=6861512,./images/by_series/4745_2e242b08.png,https://www.autohome.com.cn/4745/#pvareaid=6861512,大众,Volkswagen
20,588,奔驰C级,Cクラス,6839.0,29.99-34.56万,https://www.autohome.com.cn/588/#pvareaid=6861512,./images/by_series/588_7509f242.png,https://www.autohome.com.cn/588/#pvareaid=6861512,奔驰,Mercedes-Benz
21,6428,卡罗拉锐放,カローラクロス,6783.0,12.68-18.48万,https://www.autohome.com.cn/6428/#pvareaid=6861512,./images/by_series/6428_aae9086a.png,https://www.autohome.com.cn/6428/#pvareaid=6861512,丰田,トヨタ
22,4658,宝马X3,X3,6771.0,31.80-39.80万,https://www.autohome.com.cn/4658/#pvareaid=6861512,./images/by_series/4658_e45bfe63.png,https://www.autohome.com.cn/4658/#pvareaid=6861512,宝马,BMW
23,7712,铂智3X,bZ3X,6731.0,10.98-15.98万,https://www.autohome.com.cn/7712/#pvareaid=6861512,./images/by_series/7712_17b0f5a9.png,https://www.autohome.com.cn/7712/#pvareaid=6861512,丰田,トヨタ
24,3554,昂科威Plus,Envision Plus,6519.0,22.99-25.99万,https://www.autohome.com.cn/3554/#pvareaid=6861512,./images/by_series/3554_5674c06a.png,https://www.autohome.com.cn/3554/#pvareaid=6861512,别克,Buick
25,65,宝马5系,5シリーズ,6491.0,36.80-44.80万,https://www.autohome.com.cn/65/#pvareaid=6861512,./images/by_series/65_b36d38a9.png,https://www.autohome.com.cn/65/#pvareaid=6861512,宝马,BMW
26,771,汉兰达,ハイランダー,6284.0,24.98-32.58万,https://www.autohome.com.cn/771/#pvareaid=6861512,./images/by_series/771_8530e9a0.png,https://www.autohome.com.cn/771/#pvareaid=6861512,丰田,トヨタ
27,4851,奥迪Q5L,Q5L,6272.0,30.98-39.98万,https://www.autohome.com.cn/4851/#pvareaid=6861512,./images/by_series/4851_eeb1b11e.png,https://www.autohome.com.cn/4851/#pvareaid=6861512,奥迪,Audi
28,3170,奥迪A3,A3,5801.0,16.59-20.99万,https://www.autohome.com.cn/3170/#pvareaid=6861512,./images/by_series/3170_38faeff7.png,https://www.autohome.com.cn/3170/#pvareaid=6861512,奥迪,Audi
29,4962,亚洲龙,アバロン,5226.0,17.88-25.68万,https://www.autohome.com.cn/4962/#pvareaid=6861512,./images/by_series/4962_c00f1956.png,https://www.autohome.com.cn/4962/#pvareaid=6861512,丰田,トヨタ
30,8092,ID.ERA 9X,ID.ERA 9X,5004.0,30.98-35.98万,https://www.autohome.com.cn/8092/#pvareaid=6861512,./images/by_series/8092_61805e26.png,https://www.autohome.com.cn/8092/#pvareaid=6861512,大众,Volkswagen
31,564,逍客,キャシュカイ,4797.0,12.59-17.49万,https://www.autohome.com.cn/564/#pvareaid=6861512,./images/by_series/564_d8648c7a.png,https://www.autohome.com.cn/564/#pvareaid=6861512,日产,日産
32,78,雅阁,アコード,4580.0,17.98-21.48万,https://www.autohome.com.cn/78/#pvareaid=6861512,./images/by_series/78_cb6c81c5.png,https://www.autohome.com.cn/78/#pvareaid=6861512,本田,ホンダ
33,8459,日产NX8,日产NX8,4578.0,15.99-20.99万,https://www.autohome.com.cn/8459/#pvareaid=6861512,./images/by_series/8459_5a20e3bf.png,https://www.autohome.com.cn/8459/#pvareaid=6861512,日产,日産
34,2987,马自达CX-5,CX-5,4404.0,12.58-15.38万,https://www.autohome.com.cn/2987/#pvareaid=6861512,./images/by_series/2987_8cb6f069.png,https://www.autohome.com.cn/2987/#pvareaid=6861512,马自达,マツダ
35,5393,皓影,ブリーズ,4382.0,13.79-26.39万,https://www.autohome.com.cn/5393/#pvareaid=6861512,./images/by_series/5393_17d6451b.png,https://www.autohome.com.cn/5393/#pvareaid=6861512,本田,ホンダ
36,6548,宝马X5,X5,3813.0,59.80-74.80万,https://www.autohome.com.cn/6548/#pvareaid=6861512,./images/by_series/6548_26178c20.png,https://www.autohome.com.cn/6548/#pvareaid=6861512,宝马,BMW
37,834,君越,ラクロス (LaCrosse),3624.0,20.99-23.99万,https://www.autohome.com.cn/834/#pvareaid=6861512,./images/by_series/834_a1c296b6.png,https://www.autohome.com.cn/834/#pvareaid=6861512,别克,Buick
38,2561,宝马X1,X1,3418.0,25.80-28.80万,https://www.autohome.com.cn/2561/#pvareaid=6861512,./images/by_series/2561_61702513.png,https://www.autohome.com.cn/2561/#pvareaid=6861512,宝马,BMW
39,4674,T-ROC探歌,T-ROC,3344.0,13.89-15.87万,https://www.autohome.com.cn/4674/#pvareaid=6861512,./images/by_series/4674_f4a0e8a8.png,https://www.autohome.com.cn/4674/#pvareaid=6861512,大众,Volkswagen
40,3989,凯迪拉克XT5,XT5,3339.0,37.99-45.99万,https://www.autohome.com.cn/3989/#pvareaid=6861512,./images/by_series/3989_737131ce.png,https://www.autohome.com.cn/3989/#pvareaid=6861512,凯迪拉克,Cadillac
41,526,卡罗拉,カローラ,3268.0,11.68-15.58万,https://www.autohome.com.cn/526/#pvareaid=6861512,./images/by_series/526_00475b55.png,https://www.autohome.com.cn/526/#pvareaid=6861512,丰田,トヨタ
42,7724,铂智7,bZ7,3254.0,16.98-22.98万,https://www.autohome.com.cn/7724/#pvareaid=6861512,./images/by_series/7724_a2db921a.png,https://www.autohome.com.cn/7724/#pvareaid=6861512,丰田,トヨタ
43,5138,捷达VS5,VS5,3146.0,8.79-12.19万,https://www.autohome.com.cn/5138/#pvareaid=6861512,./images/by_series/5138_6f2ac6c3.png,https://www.autohome.com.cn/5138/#pvareaid=6861512,捷达,Jetta
44,8138,沃尔沃XC70插电式混动,XC70 PHEV,3121.0,41.19-49.69万,https://www.autohome.com.cn/8138/#pvareaid=6861512,./images/by_series/8138_4dc80f29.png,https://www.autohome.com.cn/8138/#pvareaid=6861512,沃尔沃,Volvo
45,7855,奥迪A5L,A5L,3013.0,25.58-34.68万,https://www.autohome.com.cn/7855/#pvareaid=6861512,./images/by_series/7855_c5e59703.png,https://www.autohome.com.cn/7855/#pvareaid=6861512,奥迪,Audi
46,5137,捷达VA3,VA3,3005.0,6.78-9.48万,https://www.autohome.com.cn/5137/#pvareaid=6861512,./images/by_series/5137_54157d81.png,https://www.autohome.com.cn/5137/#pvareaid=6861512,捷达,Jetta
47,633,宝来,Bora,2991.0,8.29-11.39万,https://www.autohome.com.cn/633/#pvareaid=6861512,./images/by_series/633_16c748f6.png,https://www.autohome.com.cn/633/#pvareaid=6861512,大众,Volkswagen
48,2951,奥迪Q3,Q3,2977.0,25.18-29.68万,https://www.autohome.com.cn/2951/#pvareaid=6861512,./images/by_series/2951_814b4a05.png,https://www.autohome.com.cn/2951/#pvareaid=6861512,奥迪,Audi
49,166,别克GL8,GL8,2952.0,19.99-36.99万,https://www.autohome.com.cn/166/#pvareaid=6861512,./images/by_series/166_cd77020e.png,https://www.autohome.com.cn/166/#pvareaid=6861512,别克,Buick
50,51,伊兰特,エラントラ (Elantra),2730.0,9.98-14.98万,https://www.autohome.com.cn/51/#pvareaid=6861512,./images/by_series/51_c241b74c.png,https://www.autohome.com.cn/51/#pvareaid=6861512,现代,Hyundai
51,7658,别克GL8新能源,GL8 EV,2683.0,22.99-39.99万,https://www.autohome.com.cn/7658/#pvareaid=6861512,./images/by_series/7658_efcd6bbe.png,https://www.autohome.com.cn/7658/#pvareaid=6861512,别克,Buick
52,6672,格瑞维亚,グランビア,2563.0,29.98-41.68万,https://www.autohome.com.cn/6672/#pvareaid=6861512,./images/by_series/6672_4261d4b4.png,https://www.autohome.com.cn/6672/#pvareaid=6861512,丰田,トヨタ
53,6030,皇冠陆放,クラウンクルーガー,2494.0,28.48-33.28万,https://www.autohome.com.cn/6030/#pvareaid=6861512,./images/by_series/6030_5b8c5f0d.png,https://www.autohome.com.cn/6030/#pvareaid=6861512,丰田,トヨタ
54,7717,马自达EZ-60,EZ-60,2337.0,11.99-16.69万,https://www.autohome.com.cn/7717/#pvareaid=6861512,./images/by_series/7717_479238dd.png,https://www.autohome.com.cn/7717/#pvareaid=6861512,马自达,マツダ
55,634,天籁,ティアナ,2287.0,13.99-23.98万,https://www.autohome.com.cn/634/#pvareaid=6861512,./images/by_series/634_0a4c7356.png,https://www.autohome.com.cn/634/#pvareaid=6861512,日产,日産
56,3158,沃尔沃S60,S60,2260.0,30.69-38.49万,https://www.autohome.com.cn/3158/#pvareaid=6861512,./images/by_series/3158_f5e74f36.png,https://www.autohome.com.cn/3158/#pvareaid=6861512,沃尔沃,Volvo
57,4809,英仕派,インスパイア,2086.0,18.28-21.38万,https://www.autohome.com.cn/4809/#pvareaid=6861512,./images/by_series/4809_f6fb5f02.png,https://www.autohome.com.cn/4809/#pvareaid=6861512,本田,ホンダ
58,8243,日产N6,N6,2002.0,10.39-12.99万,https://www.autohome.com.cn/8243/#pvareaid=6861512,./images/by_series/8243_e22eae7e.png,https://www.autohome.com.cn/8243/#pvareaid=6861512,日产,日産
59,871,高尔夫,ゴルフ (Golf),1999.0,12.99-15.89万,https://www.autohome.com.cn/871/#pvareaid=6861512,./images/by_series/871_3a864c90.png,https://www.autohome.com.cn/871/#pvareaid=6861512,大众,Volkswagen
60,5349,凯迪拉克CT5,CT5,1970.0,28.99-34.59万,https://www.autohome.com.cn/5349/#pvareaid=6861512,./images/by_series/5349_32de00fe.png,https://www.autohome.com.cn/5349/#pvareaid=6861512,凯迪拉克,Cadillac
61,6903,丰田bZ3,Toyota bZ3,1929.0,10.98-19.98万,https://www.autohome.com.cn/6903/#pvareaid=6861512,./images/by_series/6903_174ce9ed.png,https://www.autohome.com.cn/6903/#pvareaid=6861512,丰田,トヨタ
62,7201,赛图斯,セルトス (Seltos),1926.0,10.99-15.99万,https://www.autohome.com.cn/7201/#pvareaid=6861512,./images/by_series/7201_7a67e22f.png,https://www.autohome.com.cn/7201/#pvareaid=6861512,起亚,Kia
63,7692,马自达EZ-6,EZ-6,1833.0,11.98-16.28万,https://www.autohome.com.cn/7692/#pvareaid=6861512,./images/by_series/7692_5691f4b9.png,https://www.autohome.com.cn/7692/#pvareaid=6861512,马自达,マツダ
64,656,奇骏,エクストレイル,1722.0,16.08-26.29万,https://www.autohome.com.cn/656/#pvareaid=6861512,./images/by_series/656_9260b410.png,https://www.autohome.com.cn/656/#pvareaid=6861512,日产,日産
65,6825,本田HR-V,Honda HR-V,1686.0,10.99-12.59万,https://www.autohome.com.cn/6825/#pvareaid=6861512,./images/by_series/6825_b636bb3c.png,https://www.autohome.com.cn/6825/#pvareaid=6861512,本田,ホンダ
66,692,奥迪A4L,A4L,1663.0,28.98-36.28万,https://www.autohome.com.cn/692/#pvareaid=6861512,./images/by_series/692_ee8427b1.png,https://www.autohome.com.cn/692/#pvareaid=6861512,奥迪,Audi
67,7713,丰田bZ5,bZ5,1655.0,12.98-19.98万,https://www.autohome.com.cn/7713/#pvareaid=6861512,./images/by_series/7713_d4bfe7a3.png,https://www.autohome.com.cn/7713/#pvareaid=6861512,丰田,トヨタ
68,135,思域,シビック,1644.0,9.79-17.99万,https://www.autohome.com.cn/135/#pvareaid=6861512,./images/by_series/135_9e258587.png,https://www.autohome.com.cn/135/#pvareaid=6861512,本田,ホンダ
69,164,君威,リーガル (Regal),1537.0,15.98-17.58万,https://www.autohome.com.cn/164/#pvareaid=6861512,./images/by_series/164_8d977a57.png,https://www.autohome.com.cn/164/#pvareaid=6861512,别克,Buick
70,3615,锐界,エッジ (Edge),1500.0,22.98-30.98万,https://www.autohome.com.cn/3615/#pvareaid=6861512,./images/by_series/3615_56294e48.png,https://www.autohome.com.cn/3615/#pvareaid=6861512,福特,Ford
71,358,途胜,ツーソン (Tucson),1486.0,15.98-20.78万,https://www.autohome.com.cn/358/#pvareaid=6861512,./images/by_series/358_184ae2c7.png,https://www.autohome.com.cn/358/#pvareaid=6861512,现代,Hyundai
72,4824,奕跑,Stonic,1483.0,7.98-8.38万,https://www.autohome.com.cn/4824/#pvareaid=6861512,./images/by_series/4824_438ba59a.png,https://www.autohome.com.cn/4824/#pvareaid=6861512,起亚,Kia
73,7817,奥迪A5L Sportback,A5L Sportback,1475.0,27.99-39.99万,https://www.autohome.com.cn/7817/#pvareaid=6861512,./images/by_series/7817_e862a101.png,https://www.autohome.com.cn/7817/#pvareaid=6861512,奥迪,Audi
74,7935,日产N7,N7,1447.0,11.99-15.89万,https://www.autohome.com.cn/7935/#pvareaid=6861512,./images/by_series/7935_e8981e06.png,https://www.autohome.com.cn/7935/#pvareaid=6861512,日产,日産
75,117,蒙迪欧,モンデオ (Mondeo),1445.0,14.98-22.98万,https://www.autohome.com.cn/117/#pvareaid=6861512,./images/by_series/117_cbdf773a.png,https://www.autohome.com.cn/117/#pvareaid=6861512,福特,Ford
76,3457,凌渡,ラモンド (Lamando),1319.0,15.09-19.59万,https://www.autohome.com.cn/3457/#pvareaid=6861512,./images/by_series/3457_5b099dd4.png,https://www.autohome.com.cn/3457/#pvareaid=6861512,大众,Volkswagen
77,6369,smart精灵#1,smart #1,1266.0,15.49-24.99万,https://www.autohome.com.cn/6369/#pvareaid=6861512,./images/by_series/6369_2df1debe.png,https://www.autohome.com.cn/6369/#pvareaid=6861512,smart,smart
78,8160,捷达VS8,VS8,1237.0,11.99-13.79万,https://www.autohome.com.cn/8160/#pvareaid=6861512,./images/by_series/8160_508d5b64.png,https://www.autohome.com.cn/8160/#pvareaid=6861512,捷达,Jetta
79,4232,途昂,テラモント (Teramont),1230.0,28.90-35.99万,https://www.autohome.com.cn/4232/#pvareaid=6861512,./images/by_series/4232_2c009232.png,https://www.autohome.com.cn/4232/#pvareaid=6861512,大众,Volkswagen
80,5912,奥迪Q5L Sportback,奥迪Q5L Sportback,1217.0,37.98-42.98万,https://www.autohome.com.cn/5912/#pvareaid=6861512,./images/by_series/5912_8dbf1e57.png,https://www.autohome.com.cn/5912/#pvareaid=6861512,奥迪,Audi
81,46,普拉多,ランドクルーザープラド,1183.0,44.98-55.98万,https://www.autohome.com.cn/46/#pvareaid=6861512,./images/by_series/46_73363967.png,https://www.autohome.com.cn/46/#pvareaid=6861512,丰田,トヨタ
82,6544,宝马i3,i3,1180.0,27.80-33.80万,https://www.autohome.com.cn/6544/#pvareaid=6861512,./images/by_series/6544_9cdf73f5.png,https://www.autohome.com.cn/6544/#pvareaid=6861512,宝马,BMW
83,6738,揽巡,ランシュン (Lanxun),1175.0,25.99-29.99万,https://www.autohome.com.cn/6738/#pvareaid=6861512,./images/by_series/6738_78e63bc2.png,https://www.autohome.com.cn/6738/#pvareaid=6861512,大众,Volkswagen
84,7873,别克至境世家,Envista Estate,1110.0,41.99-48.99万,https://www.autohome.com.cn/7873/#pvareaid=6861512,./images/by_series/7873_83c2cc56.png,https://www.autohome.com.cn/7873/#pvareaid=6861512,别克,Buick
85,6118,库斯途,クストス (Custo),1089.0,16.98-22.08万,https://www.autohome.com.cn/6118/#pvareaid=6861512,./images/by_series/6118_1b3f5682.png,https://www.autohome.com.cn/6118/#pvareaid=6861512,现代,Hyundai
86,5348,奔驰GLB,GLB,1012.0,27.39-31.19万,https://www.autohome.com.cn/5348/#pvareaid=6861512,./images/by_series/5348_f4b12594.png,https://www.autohome.com.cn/5348/#pvareaid=6861512,奔驰,Mercedes-Benz
87,3521,揽胜极光,Range Rover Evoque,,42.98-47.58万,https://www.autohome.com.cn/3521/#pvareaid=6861512,./images/by_series/3521_85f53232.png,https://www.autohome.com.cn/3521/#pvareaid=6861512,路虎,路虎
88,2886,起亚K3,K3,,11.29-14.39万,https://www.autohome.com.cn/2886/#pvareaid=6861512,./images/by_series/2886_44fefd73.png,https://www.autohome.com.cn/2886/#pvareaid=6861512,起亚,Kia
89,3411,沃尔沃XC60,XC60,,39.69-47.49万,https://www.autohome.com.cn/3411/#pvareaid=6861512,./images/by_series/3411_0fc833b8.png,https://www.autohome.com.cn/3411/#pvareaid=6861512,沃尔沃,Volvo
90,5785,ID.4 CROZZ,ID.4 CROZZ,,14.99-20.76万,https://www.autohome.com.cn/5785/#pvareaid=6861512,./images/by_series/5785_3170affb.png,https://www.autohome.com.cn/5785/#pvareaid=6861512,大众,Volkswagen
91,7413,奥迪Q6L e-tron,奥迪Q6L e-tron,,27.98-39.98万,https://www.autohome.com.cn/7413/#pvareaid=6861512,./images/by_series/7413_df0fa0fe.png,https://www.autohome.com.cn/7413/#pvareaid=6861512,奥迪,Audi
92,7223,宝马iX1,iX1,,22.80-26.80万,https://www.autohome.com.cn/7223/#pvareaid=6861512,./images/by_series/7223_e0f106f6.png,https://www.autohome.com.cn/7223/#pvareaid=6861512,宝马,BMW
93,813,福瑞迪,フォルテ (Forte),,7.88-13.98万,https://www.autohome.com.cn/813/#pvareaid=6861512,./images/by_series/813_e7b862d4.png,https://www.autohome.com.cn/813/#pvareaid=6861512,起亚,Kia
94,880,奥德赛,オデッセイ,,23.58-32.88万,https://www.autohome.com.cn/880/#pvareaid=6861512,./images/by_series/880_2a75c5a0.png,https://www.autohome.com.cn/880/#pvareaid=6861512,本田,ホンダ
95,987,标致408,Peugeot 408,,10.97-11.87万,https://www.autohome.com.cn/987/#pvareaid=6861512,./images/by_series/987_578f3700.png,https://www.autohome.com.cn/987/#pvareaid=6861512,标致,标致
