category_id,category,month,rank,series_id,name,global_name,units,price,link,image_url,series_url,manufacturer,manufacturer_ja
1,燃油车,2026-07,1,6428,卡罗拉锐放,カローラクロス,14510,12.68-15.98万,https://www.autohome.com.cn/6428/#pvareaid=6861512,public/autohome_energy/all/images/1/1_0_卡罗拉锐放.png,https://www.autohome.com.cn/6428/#pvareaid=6861512,丰田,トヨタ
1,燃油车,2026-07,2,770,RAV4荣放,RAV4,13360,16.98-22.88万,https://www.autohome.com.cn/770/#pvareaid=6861512,./images/by_series/770_aebec05a.png,https://www.autohome.com.cn/770/#pvareaid=6861512,丰田,トヨタ
1,燃油车,2026-07,3,6814,博越L,Boyue L,13121,9.99-12.99万,https://www.autohome.com.cn/6814/#pvareaid=6861512,./images/by_series/6814_232d3619.png,https://www.autohome.com.cn/6814/#pvareaid=6861512,吉利汽车,Geely（吉利）
1,燃油车,2026-07,4,614,朗逸,ラヴィーダ (Lavida),12982,8.00-15.19万,https://www.autohome.com.cn/614/#pvareaid=6861512,./images/by_series/614_14f7438d.png,https://www.autohome.com.cn/614/#pvareaid=6861512,大众,Volkswagen
1,燃油车,2026-07,5,6004,星越L,Monjaro,12399,13.97-17.97万,https://www.autohome.com.cn/6004/#pvareaid=6861512,./images/by_series/6004_aef1d886.png,https://www.autohome.com.cn/6004/#pvareaid=6861512,吉利汽车,Geely（吉利）
1,燃油车,2026-07,6,110,凯美瑞,カムリ,11532,17.18-25.98万,https://www.autohome.com.cn/110/#pvareaid=6861512,./images/by_series/110_4f1ef7a5.png,https://www.autohome.com.cn/110/#pvareaid=6861512,丰田,トヨタ
1,燃油车,2026-07,7,442,速腾,サギター (Sagitar),11352,9.38-16.49万,https://www.autohome.com.cn/442/#pvareaid=6861512,./images/by_series/442_fffabf8a.png,https://www.autohome.com.cn/442/#pvareaid=6861512,大众,Volkswagen
1,燃油车,2026-07,8,4744,探岳,タイロン (Tayron),10747,19.89-25.99万,https://www.autohome.com.cn/4744/#pvareaid=6861512,./images/by_series/4744_746b217e.png,https://www.autohome.com.cn/4744/#pvareaid=6861512,大众,Volkswagen
1,燃油车,2026-07,9,4274,途观L,ティグアンL (Tiguan L),10524,18.68-26.68万,https://www.autohome.com.cn/4274/#pvareaid=6861512,./images/by_series/4274_39847c63.png,https://www.autohome.com.cn/4274/#pvareaid=6861512,大众,Volkswagen
1,燃油车,2026-07,10,66,宝马3系,3シリーズ,10355,25.80-33.80万,https://www.autohome.com.cn/66/#pvareaid=6861512,./images/by_series/66_42d48ffb.png,https://www.autohome.com.cn/66/#pvareaid=6861512,宝马,BMW
1,燃油车,2026-07,11,496,迈腾,マゴタン (Magotan),10269,17.49-24.69万,https://www.autohome.com.cn/496/#pvareaid=6861512,./images/by_series/496_5ac1491c.png,https://www.autohome.com.cn/496/#pvareaid=6861512,大众,Volkswagen
1,燃油车,2026-07,12,6414,锋兰达,フロントランダー,9637,13.28-17.28万,https://www.autohome.com.cn/6414/#pvareaid=6861512,./images/by_series/6414_436399e7.png,https://www.autohome.com.cn/6414/#pvareaid=6861512,丰田,トヨタ
1,燃油车,2026-07,13,528,帕萨特,パサート (Passat),9466,16.45-30.98万,https://www.autohome.com.cn/528/#pvareaid=6861512,./images/by_series/528_c8f3b593.png,https://www.autohome.com.cn/528/#pvareaid=6861512,大众,Volkswagen
1,燃油车,2026-07,14,4701,缤越,Coolray,9218,6.68-9.78万,https://www.autohome.com.cn/4701/#pvareaid=6861512,./images/by_series/4701_d019c112.png,https://www.autohome.com.cn/4701/#pvareaid=6861512,吉利汽车,Geely（吉利）
1,燃油车,2026-07,15,197,奔驰E级,Eクラス,9200,37.88-59.98万,https://www.autohome.com.cn/197/#pvareaid=6861512,./images/by_series/197_6484f170.png,https://www.autohome.com.cn/197/#pvareaid=6861512,奔驰,Mercedes-Benz
1,燃油车,2026-07,16,5472,威兰达,ウィランダー,8845,16.98-23.08万,https://www.autohome.com.cn/5472/#pvareaid=6861512,./images/by_series/5472_962ab92f.png,https://www.autohome.com.cn/5472/#pvareaid=6861512,丰田,トヨタ
1,燃油车,2026-07,17,4693,瑞虎8,Tiggo 8,8618,9.99-12.99万,https://www.autohome.com.cn/4693/#pvareaid=6861512,./images/by_series/4693_58300476.png,https://www.autohome.com.cn/4693/#pvareaid=6861512,奇瑞,Chery（奇瑞）
1,燃油车,2026-07,18,4962,亚洲龙,アバロン,8237,17.88-25.68万,https://www.autohome.com.cn/4962/#pvareaid=6861512,./images/by_series/4962_c00f1956.png,https://www.autohome.com.cn/4962/#pvareaid=6861512,丰田,トヨタ
1,燃油车,2026-07,19,314,本田CR-V,CR-V,8102,18.59-24.99万,https://www.autohome.com.cn/314/#pvareaid=6861512,./images/by_series/314_0aee31f9.png,https://www.autohome.com.cn/314/#pvareaid=6861512,本田,ホンダ
1,燃油车,2026-07,20,5771,北京越野BJ30,BAIC BJ30,8093,9.99-13.99万,https://www.autohome.com.cn/5771/#pvareaid=6861512,./images/by_series/5771_78603b4f.png,https://www.autohome.com.cn/5771/#pvareaid=6861512,北京越野,北京越野
1,燃油车,2026-07,21,448,轩逸,シルフィ,8051,7.99-17.49万,https://www.autohome.com.cn/448/#pvareaid=6861512,./images/by_series/448_1c5dc236.png,https://www.autohome.com.cn/448/#pvareaid=6861512,日产,日産
1,燃油车,2026-07,22,5179,长安CS75PLUS,CS75 Plus,7823,10.89-14.39万,https://www.autohome.com.cn/5179/#pvareaid=6861512,./images/by_series/5179_00cc24d5.png,https://www.autohome.com.cn/5179/#pvareaid=6861512,长安,長安
1,燃油车,2026-07,23,5273,星瑞,Preface,7689,9.87-14.67万,https://www.autohome.com.cn/5273/#pvareaid=6861512,./images/by_series/5273_199554b9.png,https://www.autohome.com.cn/5273/#pvareaid=6861512,吉利汽车,Geely（吉利）
