rank,name,global_name,units,delta_vs_last_month,link,price,image_url,manufacturer,manufacturer_ja
1,星愿,Geely Xingyuan,32306,1.0,https://www.autohome.com.cn/7806/#pvareaid=6861512,6.48-9.48万,./images/by_series/7806_8b6617d4.png,吉利银河,Geely Galaxy（吉利銀河）
2,零跑A10,Leapmotor A10,26424,1.0,https://www.autohome.com.cn/8433/#pvareaid=6861512,6.58-8.68万,./images/by_series/8433_1b68dcfe.png,零跑汽车,Leapmotor
3,Model Y,モデルY,25158,-2.0,https://www.autohome.com.cn/5769/#pvareaid=6861512,26.35-31.35万,./images/by_series/5769_29287643.png,特斯拉,Tesla
4,小米SU7,SU7,21044,1.0,https://www.autohome.com.cn/6962/#pvareaid=6861512,21.99-30.39万,./images/by_series/6962_1077f967.png,小米汽车,Xiaomi（小米）
5,钛7,レオパード7 (Leopard 7),20320,1.0,https://www.autohome.com.cn/8171/#pvareaid=6861512,17.98-23.98万,./images/by_series/8171_237f570e.png,方程豹,Fangchengbao（方程豹）
6,元UP,Atto 2,20275,2.0,https://www.autohome.com.cn/7538/#pvareaid=6861512,7.48-11.98万,./images/by_series/7538_fdb899f6.png,比亚迪,BYD
7,长安启源Q05,Qiyuan Q05,18871,,https://www.autohome.com.cn/8241/#pvareaid=6861512,7.99-11.49万,./images/by_series/8241_eea76be0.png,长安启源,長安啓源
8,理想i6,Li Xiang i6,15420,-4.0,https://www.autohome.com.cn/8183/#pvareaid=6861512,24.98-26.98万,./images/by_series/8183_54dc76da.png,理想汽车,Li Auto
9,海狮06,シーライオン06 (Sealion 06),15395,2.0,https://www.autohome.com.cn/8087/#pvareaid=6861512,12.99-19.98万,./images/by_series/8087_a74f42d8.png,比亚迪,BYD
10,卡罗拉锐放,カローラクロス,14510,27.0,https://www.autohome.com.cn/6428/#pvareaid=6861512,12.68-15.98万,./images/by_series/6428_aae9086a.png,丰田,トヨタ
11,宋Ultra,宋Ultra,13955,20.0,https://www.autohome.com.cn/8511/#pvareaid=6861512,12.99-17.99万,./images/by_series/8511_7351cb25.png,比亚迪,BYD
12,海豚,ドルフィン (Dolphin),13910,11.0,https://www.autohome.com.cn/6139/#pvareaid=6861512,9.98-12.98万,./images/by_series/6139_22e1d1bb.png,比亚迪,BYD
13,宋Pro新能源,Sealion 5 DM-i,13757,-4.0,https://www.autohome.com.cn/5279/#pvareaid=6861512,10.28-13.38万,./images/by_series/5279_6b583f23.png,比亚迪,BYD
14,RAV4荣放,RAV4,13360,7.0,https://www.autohome.com.cn/770/#pvareaid=6861512,16.98-22.88万,./images/by_series/770_aebec05a.png,丰田,トヨタ
15,MG4,MG4,13157,1.0,https://www.autohome.com.cn/6651/#pvareaid=6861512,6.88-10.28万,./images/by_series/6651_b983bc42.png,MG,MG
16,博越L,Boyue L,13121,-1.0,https://www.autohome.com.cn/6814/#pvareaid=6861512,9.99-12.99万,./images/by_series/6814_232d3619.png,吉利汽车,Geely（吉利）
17,朗逸,ラヴィーダ (Lavida),12982,-5.0,https://www.autohome.com.cn/614/#pvareaid=6861512,8.00-15.19万,./images/by_series/614_14f7438d.png,大众,Volkswagen
18,星越L,Monjaro,12399,-5.0,https://www.autohome.com.cn/6004/#pvareaid=6861512,13.97-17.97万,./images/by_series/6004_faa596e7.png,吉利汽车,Geely（吉利）
19,缤果Pro,缤果Pro,12225,1.0,https://www.autohome.com.cn/8585/#pvareaid=6861512,5.68-7.08万,./images/by_series/8585_2188a0ec.png,五菱汽车,Wuling（五菱）
20,凯美瑞,カムリ,11532,-10.0,https://www.autohome.com.cn/110/#pvareaid=6861512,17.18-25.98万,./images/by_series/110_4f1ef7a5.png,丰田,トヨタ
21,速腾,サギター (Sagitar),11352,29.0,https://www.autohome.com.cn/442/#pvareaid=6861512,9.38-16.49万,./images/by_series/442_fffabf8a.png,大众,Volkswagen
22,AION i60,AION i60,11186,25.0,https://www.autohome.com.cn/8245/#pvareaid=6861512,10.28-13.58万,./images/by_series/8245_363be78a.png,埃安,Aion（埃安）
23,秦PLUS,Qin PLUS,11034,-1.0,https://www.autohome.com.cn/5964/#pvareaid=6861512,7.98-17.98万,./images/by_series/5964_f0d2ce56.png,比亚迪,BYD
24,QQ3 EV,QQ3 EV,10780,16.0,https://www.autohome.com.cn/8499/#pvareaid=6861512,5.89-7.89万,./images/by_series/8499_0a822237.png,奇瑞QQ,Chery（奇瑞）
25,探岳,タイロン (Tayron),10747,5.0,https://www.autohome.com.cn/4744/#pvareaid=6861512,19.89-25.99万,./images/by_series/4744_746b217e.png,大众,Volkswagen
26,途观L,ティグアンL (Tiguan L),10524,,https://www.autohome.com.cn/4274/#pvareaid=6861512,18.68-26.68万,./images/by_series/4274_39847c63.png,大众,Volkswagen
27,宏光MINIEV,ウーリンMINIEV,10458,,https://www.autohome.com.cn/5714/#pvareaid=6861512,3.58-5.58万,./images/by_series/5714_148c34d5.png,五菱汽车,Wuling（五菱）
28,宝马3系,3シリーズ,10355,11.0,https://www.autohome.com.cn/66/#pvareaid=6861512,25.80-33.80万,./images/by_series/66_42d48ffb.png,宝马,BMW
29,蔚来ES8,NIO ES8,10284,22.0,https://www.autohome.com.cn/4427/#pvareaid=6861512,38.28-44.68万,./images/by_series/4427_0fba59a9.png,蔚来,NIO（蔚来）
30,迈腾,マゴタン (Magotan),10269,-6.0,https://www.autohome.com.cn/496/#pvareaid=6861512,17.49-24.69万,./images/by_series/496_5ac1491c.png,大众,Volkswagen
31,小鹏MONA M03,MONA M03,10237,-12.0,https://www.autohome.com.cn/6998/#pvareaid=6861512,11.98-15.18万,./images/by_series/6998_c30bf1ac.png,小鹏,Xpeng
