rank,series_id,name,global_name,units,price,link,image_url,series_url,manufacturer,manufacturer_ja
1,6428,卡罗拉锐放,カローラクロス,14675.0,12.68-15.98万,https://www.autohome.com.cn/6428/#pvareaid=6861512,./images/by_series/6428_a5ace94e.png,https://www.autohome.com.cn/6428/#pvareaid=6861512,丰田,トヨタ
2,614,朗逸,ラヴィーダ (Lavida),14226.0,8.00-15.19万,https://www.autohome.com.cn/614/#pvareaid=6861512,./images/by_series/614_14f7438d.png,https://www.autohome.com.cn/614/#pvareaid=6861512,大众,Volkswagen
3,770,RAV4荣放,RAV4,14062.0,16.98-22.88万,https://www.autohome.com.cn/770/#pvareaid=6861512,./images/by_series/770_aebec05a.png,https://www.autohome.com.cn/770/#pvareaid=6861512,丰田,トヨタ
4,448,轩逸,シルフィ,12227.0,7.99-17.49万,https://www.autohome.com.cn/448/#pvareaid=6861512,./images/by_series/448_1c5dc236.png,https://www.autohome.com.cn/448/#pvareaid=6861512,日产,日産
5,442,速腾,サギター (Sagitar),12097.0,9.38-16.49万,https://www.autohome.com.cn/442/#pvareaid=6861512,./images/by_series/442_fffabf8a.png,https://www.autohome.com.cn/442/#pvareaid=6861512,大众,Volkswagen
6,4744,探岳,タイロン (Tayron),11825.0,19.89-25.99万,https://www.autohome.com.cn/4744/#pvareaid=6861512,./images/by_series/4744_746b217e.png,https://www.autohome.com.cn/4744/#pvareaid=6861512,大众,Volkswagen
7,4274,途观L,ティグアンL (Tiguan L),11748.0,18.68-26.68万,https://www.autohome.com.cn/4274/#pvareaid=6861512,./images/by_series/4274_39847c63.png,https://www.autohome.com.cn/4274/#pvareaid=6861512,大众,Volkswagen
8,496,迈腾,マゴタン (Magotan),11085.0,17.49-24.69万,https://www.autohome.com.cn/496/#pvareaid=6861512,./images/by_series/496_5ac1491c.png,https://www.autohome.com.cn/496/#pvareaid=6861512,大众,Volkswagen
9,110,凯美瑞,カムリ,10593.0,17.18-25.98万,https://www.autohome.com.cn/110/#pvareaid=6861512,./images/by_series/110_4f1ef7a5.png,https://www.autohome.com.cn/110/#pvareaid=6861512,丰田,トヨタ
10,528,帕萨特,パサート (Passat),10252.0,16.45-30.98万,https://www.autohome.com.cn/528/#pvareaid=6861512,./images/by_series/528_c8f3b593.png,https://www.autohome.com.cn/528/#pvareaid=6861512,大众,Volkswagen
11,6414,锋兰达,フロントランダー,9848.0,13.28-17.28万,https://www.autohome.com.cn/6414/#pvareaid=6861512,./images/by_series/6414_436399e7.png,https://www.autohome.com.cn/6414/#pvareaid=6861512,丰田,トヨタ
12,66,宝马3系,3シリーズ,9725.0,25.80-33.80万,https://www.autohome.com.cn/66/#pvareaid=6861512,./images/by_series/66_42d48ffb.png,https://www.autohome.com.cn/66/#pvareaid=6861512,宝马,BMW
13,7712,铂智3X,bZ3X,9216.0,10.98-15.98万,https://www.autohome.com.cn/7712/#pvareaid=6861512,./images/by_series/7712_17b0f5a9.png,https://www.autohome.com.cn/7712/#pvareaid=6861512,丰田,トヨタ
14,197,奔驰E级,Eクラス,9200.0,37.88-50.98万,https://www.autohome.com.cn/197/#pvareaid=6861512,./images/by_series/197_6484f170.png,https://www.autohome.com.cn/197/#pvareaid=6861512,奔驰,Mercedes-Benz
15,314,本田CR-V,CR-V,8953.0,18.59-24.99万,https://www.autohome.com.cn/314/#pvareaid=6861512,./images/by_series/314_7d207e8e.png,https://www.autohome.com.cn/314/#pvareaid=6861512,本田,ホンダ
16,5472,威兰达,ウィランダー,8631.0,16.98-23.08万,https://www.autohome.com.cn/5472/#pvareaid=6861512,./images/by_series/5472_962ab92f.png,https://www.autohome.com.cn/5472/#pvareaid=6861512,丰田,トヨタ
17,4962,亚洲龙,アバロン,8101.0,17.88-25.68万,https://www.autohome.com.cn/4962/#pvareaid=6861512,./images/by_series/4962_c00f1956.png,https://www.autohome.com.cn/4962/#pvareaid=6861512,丰田,トヨタ
18,3862,奔驰GLC,GLC,7800.0,35.18-46.28万,https://www.autohome.com.cn/3862/#pvareaid=6861512,./images/by_series/3862_9e5b5e4e.png,https://www.autohome.com.cn/3862/#pvareaid=6861512,奔驰,Mercedes-Benz
19,526,卡罗拉,カローラ,7311.0,11.68-15.58万,https://www.autohome.com.cn/526/#pvareaid=6861512,./images/by_series/526_00475b55.png,https://www.autohome.com.cn/526/#pvareaid=6861512,丰田,トヨタ
20,18,奥迪A6L,A6L,7228.0,32.29-55.89万,https://www.autohome.com.cn/18/#pvareaid=6861512,./images/by_series/18_41287a14.png,https://www.autohome.com.cn/18/#pvareaid=6861512,奥迪,Audi
21,3554,昂科威Plus,Envision Plus,6818.0,22.99-25.99万,https://www.autohome.com.cn/3554/#pvareaid=6861512,./images/by_series/3554_5674c06a.png,https://www.autohome.com.cn/3554/#pvareaid=6861512,别克,Buick
22,588,奔驰C级,Cクラス,6742.0,29.99-34.56万,https://www.autohome.com.cn/588/#pvareaid=6861512,./images/by_series/588_7509f242.png,https://www.autohome.com.cn/588/#pvareaid=6861512,奔驰,Mercedes-Benz
23,6272,赛那SIENNA,シエナ,6581.0,29.88-39.38万,https://www.autohome.com.cn/6272/#pvareaid=6861512,./images/by_series/6272_2915985e.png,https://www.autohome.com.cn/6272/#pvareaid=6861512,丰田,トヨタ
24,65,宝马5系,5シリーズ,6302.0,36.80-44.80万,https://www.autohome.com.cn/65/#pvareaid=6861512,./images/by_series/65_b36d38a9.png,https://www.autohome.com.cn/65/#pvareaid=6861512,宝马,BMW
25,4851,奥迪Q5L,Q5L,6042.0,30.98-39.98万,https://www.autohome.com.cn/4851/#pvareaid=6861512,./images/by_series/4851_eeb1b11e.png,https://www.autohome.com.cn/4851/#pvareaid=6861512,奥迪,Audi
26,4745,途岳,トゥアレ (Tharu),5930.0,12.59-19.76万,https://www.autohome.com.cn/4745/#pvareaid=6861512,./images/by_series/4745_df3e78b5.png,https://www.autohome.com.cn/4745/#pvareaid=6861512,大众,Volkswagen
27,4658,宝马X3,X3,5927.0,31.80-39.80万,https://www.autohome.com.cn/4658/#pvareaid=6861512,./images/by_series/4658_e45bfe63.png,https://www.autohome.com.cn/4658/#pvareaid=6861512,宝马,BMW
28,78,雅阁,アコード,5514.0,17.98-21.48万,https://www.autohome.com.cn/78/#pvareaid=6861512,./images/by_series/78_cb6c81c5.png,https://www.autohome.com.cn/78/#pvareaid=6861512,本田,ホンダ
29,771,汉兰达,ハイランダー,4942.0,24.98-32.58万,https://www.autohome.com.cn/771/#pvareaid=6861512,./images/by_series/771_e1df166f.png,https://www.autohome.com.cn/771/#pvareaid=6861512,丰田,トヨタ
30,8510,别克至境E7,别克至境E7,4863.0,15.99-19.99万,https://www.autohome.com.cn/8510/#pvareaid=6861512,./images/by_series/8510_2b9b6a5d.png,https://www.autohome.com.cn/8510/#pvareaid=6861512,别克,Buick
31,3170,奥迪A3,A3,4848.0,16.59-20.99万,https://www.autohome.com.cn/3170/#pvareaid=6861512,./images/by_series/3170_38faeff7.png,https://www.autohome.com.cn/3170/#pvareaid=6861512,奥迪,Audi
32,5393,皓影,ブリーズ,4648.0,13.79-26.39万,https://www.autohome.com.cn/5393/#pvareaid=6861512,./images/by_series/5393_17d6451b.png,https://www.autohome.com.cn/5393/#pvareaid=6861512,本田,ホンダ
33,7717,马自达EZ-60,EZ-60,4532.0,11.99-16.69万,https://www.autohome.com.cn/7717/#pvareaid=6861512,./images/by_series/7717_479238dd.png,https://www.autohome.com.cn/7717/#pvareaid=6861512,马自达,マツダ
34,7658,别克GL8新能源,GL8 EV,3987.0,22.99-39.99万,https://www.autohome.com.cn/7658/#pvareaid=6861512,./images/by_series/7658_8572c695.png,https://www.autohome.com.cn/7658/#pvareaid=6861512,别克,Buick
35,834,君越,ラクロス (LaCrosse),3977.0,20.99-23.99万,https://www.autohome.com.cn/834/#pvareaid=6861512,./images/by_series/834_4e65d0c1.png,https://www.autohome.com.cn/834/#pvareaid=6861512,别克,Buick
36,633,宝来,Bora,3863.0,8.29-11.39万,https://www.autohome.com.cn/633/#pvareaid=6861512,./images/by_series/633_16c748f6.png,https://www.autohome.com.cn/633/#pvareaid=6861512,大众,Volkswagen
37,6548,宝马X5,X5,3479.0,59.80-74.80万,https://www.autohome.com.cn/6548/#pvareaid=6861512,./images/by_series/6548_26178c20.png,https://www.autohome.com.cn/6548/#pvareaid=6861512,宝马,BMW
38,2561,宝马X1,X1,3325.0,25.80-28.80万,https://www.autohome.com.cn/2561/#pvareaid=6861512,./images/by_series/2561_61702513.png,https://www.autohome.com.cn/2561/#pvareaid=6861512,宝马,BMW
39,564,逍客,キャシュカイ,3202.0,12.59-17.49万,https://www.autohome.com.cn/564/#pvareaid=6861512,./images/by_series/564_d8648c7a.png,https://www.autohome.com.cn/564/#pvareaid=6861512,日产,日産
40,6672,格瑞维亚,グランビア,3176.0,29.98-39.98万,https://www.autohome.com.cn/6672/#pvareaid=6861512,./images/by_series/6672_5f580b93.png,https://www.autohome.com.cn/6672/#pvareaid=6861512,丰田,トヨタ
41,2987,马自达CX-5,CX-5,3089.0,12.58-15.38万,https://www.autohome.com.cn/2987/#pvareaid=6861512,./images/by_series/2987_8cb6f069.png,https://www.autohome.com.cn/2987/#pvareaid=6861512,马自达,マツダ
42,5138,捷达VS5,VS5,3073.0,8.79-12.19万,https://www.autohome.com.cn/5138/#pvareaid=6861512,./images/by_series/5138_6f2ac6c3.png,https://www.autohome.com.cn/5138/#pvareaid=6861512,捷达,Jetta
43,6030,皇冠陆放,クラウンクルーガー,3055.0,28.48-33.28万,https://www.autohome.com.cn/6030/#pvareaid=6861512,./images/by_series/6030_27c0d4e7.png,https://www.autohome.com.cn/6030/#pvareaid=6861512,丰田,トヨタ
44,7855,奥迪A5L,A5L,3024.0,25.58-34.68万,https://www.autohome.com.cn/7855/#pvareaid=6861512,./images/by_series/7855_c5e59703.png,https://www.autohome.com.cn/7855/#pvareaid=6861512,奥迪,Audi
45,3989,凯迪拉克XT5,XT5,2880.0,37.99-45.99万,https://www.autohome.com.cn/3989/#pvareaid=6861512,./images/by_series/3989_9ead496b.png,https://www.autohome.com.cn/3989/#pvareaid=6861512,凯迪拉克,Cadillac
46,2951,奥迪Q3,Q3,2552.0,25.18-29.68万,https://www.autohome.com.cn/2951/#pvareaid=6861512,./images/by_series/2951_814b4a05.png,https://www.autohome.com.cn/2951/#pvareaid=6861512,奥迪,Audi
47,8459,日产NX8,日产NX8,2498.0,15.99-20.99万,https://www.autohome.com.cn/8459/#pvareaid=6861512,./images/by_series/8459_5a20e3bf.png,https://www.autohome.com.cn/8459/#pvareaid=6861512,日产,日産
48,6903,丰田bZ3,Toyota bZ3,2413.0,10.98-19.98万,https://www.autohome.com.cn/6903/#pvareaid=6861512,./images/by_series/6903_174ce9ed.png,https://www.autohome.com.cn/6903/#pvareaid=6861512,丰田,トヨタ
49,166,别克GL8,GL8,2327.0,19.99-36.99万,https://www.autohome.com.cn/166/#pvareaid=6861512,./images/by_series/166_cd77020e.png,https://www.autohome.com.cn/166/#pvareaid=6861512,别克,Buick
