category_id,category,month,rank,series_id,name,global_name,units,price,link,image_url,series_url,manufacturer,manufacturer_ja
1,燃油车,2026-03,1,448,轩逸,シルフィ,28093.0,7.99-17.49万,https://www.autohome.com.cn/448/#pvareaid=6861512,./images/by_series/448_5123687f.png,https://www.autohome.com.cn/448/#pvareaid=6861512,日产,日産
1,燃油车,2026-03,2,614,朗逸,ラヴィーダ (Lavida),19939.0,8.00-15.19万,https://www.autohome.com.cn/614/#pvareaid=6861512,./images/by_series/614_14f7438d.png,https://www.autohome.com.cn/614/#pvareaid=6861512,大众,Volkswagen
1,燃油车,2026-03,3,6814,博越L,Boyue L,17402.0,9.99-12.99万,https://www.autohome.com.cn/6814/#pvareaid=6861512,./images/by_series/6814_232d3619.png,https://www.autohome.com.cn/6814/#pvareaid=6861512,吉利汽车,Geely（吉利）
1,燃油车,2026-03,4,110,凯美瑞,カムリ,17069.0,17.18-25.98万,https://www.autohome.com.cn/110/#pvareaid=6861512,./images/by_series/110_9fe9828c.png,https://www.autohome.com.cn/110/#pvareaid=6861512,丰田,トヨタ
1,燃油车,2026-03,5,442,速腾,サギター (Sagitar),16891.0,9.38-16.49万,https://www.autohome.com.cn/442/#pvareaid=6861512,./images/by_series/442_fffabf8a.png,https://www.autohome.com.cn/442/#pvareaid=6861512,大众,Volkswagen
1,燃油车,2026-03,6,528,帕萨特,パサート (Passat),16067.0,16.45-30.98万,https://www.autohome.com.cn/528/#pvareaid=6861512,./images/by_series/528_d809c87e.png,https://www.autohome.com.cn/528/#pvareaid=6861512,大众,Volkswagen
1,燃油车,2026-03,7,4744,探岳,タイロン (Tayron),15897.0,19.89-25.99万,https://www.autohome.com.cn/4744/#pvareaid=6861512,./images/by_series/4744_746b217e.png,https://www.autohome.com.cn/4744/#pvareaid=6861512,大众,Volkswagen
1,燃油车,2026-03,8,6414,锋兰达,フロントランダー,15470.0,13.28-17.28万,https://www.autohome.com.cn/6414/#pvareaid=6861512,./images/by_series/6414_b149dd8b.png,https://www.autohome.com.cn/6414/#pvareaid=6861512,丰田,トヨタ
1,燃油车,2026-03,9,770,RAV4荣放,RAV4,14662.0,16.98-23.88万,https://www.autohome.com.cn/770/#pvareaid=6861512,./images/by_series/770_aebec05a.png,https://www.autohome.com.cn/770/#pvareaid=6861512,丰田,トヨタ
1,燃油车,2026-03,10,4274,途观L,ティグアンL (Tiguan L),14581.0,18.68-26.68万,https://www.autohome.com.cn/4274/#pvareaid=6861512,./images/by_series/4274_39847c63.png,https://www.autohome.com.cn/4274/#pvareaid=6861512,大众,Volkswagen
1,燃油车,2026-03,11,3862,奔驰GLC,GLC,14550.0,35.18-46.28万,https://www.autohome.com.cn/3862/#pvareaid=6861512,./images/by_series/3862_4dc3db90.png,https://www.autohome.com.cn/3862/#pvareaid=6861512,奔驰,Mercedes-Benz
1,燃油车,2026-03,12,197,奔驰E级,Eクラス,14545.0,37.88-59.98万,https://www.autohome.com.cn/197/#pvareaid=6861512,./images/by_series/197_6484f170.png,https://www.autohome.com.cn/197/#pvareaid=6861512,奔驰,Mercedes-Benz
1,燃油车,2026-03,13,5179,长安CS75PLUS,CS75 Plus,13802.0,10.89-14.39万,https://www.autohome.com.cn/5179/#pvareaid=6861512,./images/by_series/5179_00cc24d5.png,https://www.autohome.com.cn/5179/#pvareaid=6861512,长安,長安
1,燃油车,2026-03,14,6428,卡罗拉锐放,カローラクロス,13555.0,12.68-18.48万,https://www.autohome.com.cn/6428/#pvareaid=6861512,./images/by_series/6428_aae9086a.png,https://www.autohome.com.cn/6428/#pvareaid=6861512,丰田,トヨタ
1,燃油车,2026-03,15,496,迈腾,マゴタン (Magotan),13048.0,17.49-24.69万,https://www.autohome.com.cn/496/#pvareaid=6861512,./images/by_series/496_5ac1491c.png,https://www.autohome.com.cn/496/#pvareaid=6861512,大众,Volkswagen
1,燃油车,2026-03,16,6004,星越L,Monjaro,12940.0,13.97-17.97万,https://www.autohome.com.cn/6004/#pvareaid=6861512,./images/by_series/6004_aef1d886.png,https://www.autohome.com.cn/6004/#pvareaid=6861512,吉利汽车,Geely（吉利）
1,燃油车,2026-03,17,3554,昂科威Plus,Envision Plus,12755.0,22.99-25.99万,https://www.autohome.com.cn/3554/#pvareaid=6861512,./images/by_series/3554_82d5d9db.png,https://www.autohome.com.cn/3554/#pvareaid=6861512,别克,Buick
1,燃油车,2026-03,18,5770,哈弗大狗,Big Dog,12645.0,12.39-14.99万,https://www.autohome.com.cn/5770/#pvareaid=6861512,./images/by_series/5770_35def433.png,https://www.autohome.com.cn/5770/#pvareaid=6861512,哈弗,Haval（哈弗）
1,燃油车,2026-03,19,4701,缤越,Coolray,12218.0,6.68-9.78万,https://www.autohome.com.cn/4701/#pvareaid=6861512,./images/by_series/4701_02971080.png,https://www.autohome.com.cn/4701/#pvareaid=6861512,吉利汽车,Geely（吉利）
1,燃油车,2026-03,20,66,宝马3系,3シリーズ,11953.0,25.80-33.80万,https://www.autohome.com.cn/66/#pvareaid=6861512,./images/by_series/66_42d48ffb.png,https://www.autohome.com.cn/66/#pvareaid=6861512,宝马,BMW
1,燃油车,2026-03,21,2429,逸动,Eado,11212.0,7.29-9.99万,https://www.autohome.com.cn/2429/#pvareaid=6861512,./images/by_series/2429_4fdfc92f.png,https://www.autohome.com.cn/2429/#pvareaid=6861512,长安,長安
1,燃油车,2026-03,22,5273,星瑞,Preface,10982.0,9.87-14.67万,https://www.autohome.com.cn/5273/#pvareaid=6861512,./images/by_series/5273_bbec9062.png,https://www.autohome.com.cn/5273/#pvareaid=6861512,吉利汽车,Geely（吉利）
1,燃油车,2026-03,23,4962,亚洲龙,アバロン,10700.0,17.88-25.68万,https://www.autohome.com.cn/4962/#pvareaid=6861512,./images/by_series/4962_3f11ec49.png,https://www.autohome.com.cn/4962/#pvareaid=6861512,丰田,トヨタ
