category_id,category,month,rank,series_id,name,units,price,link,image_url,series_url
1,燃油车,2025-11,1,6814,博越L,31348,9.99-12.99万,https://www.autohome.com.cn/6814/#pvareaid=6861512,public/autohome_energy/guochan/images/1/1_0_博越L.png,https://www.autohome.com.cn/6814/#pvareaid=6861512
1,燃油车,2025-11,2,6004,星越L,16618,13.97-17.97万,https://www.autohome.com.cn/6004/#pvareaid=6861512,public/autohome_energy/guochan/images/1/2_1_星越L.png,https://www.autohome.com.cn/6004/#pvareaid=6861512
1,燃油车,2025-11,3,5770,哈弗大狗,16252,12.39-14.99万,https://www.autohome.com.cn/5770/#pvareaid=6861512,public/autohome_energy/guochan/images/1/3_2_哈弗大狗.png,https://www.autohome.com.cn/5770/#pvareaid=6861512
1,燃油车,2025-11,4,4410,红旗H5,15121,15.98-21.58万,https://www.autohome.com.cn/4410/#pvareaid=6861512,public/autohome_energy/guochan/images/1/4_3_红旗H5.png,https://www.autohome.com.cn/4410/#pvareaid=6861512
1,燃油车,2025-11,5,2429,逸动,13300,7.29-9.99万,https://www.autohome.com.cn/2429/#pvareaid=6861512,public/autohome_energy/guochan/images/1/5_4_逸动.png,https://www.autohome.com.cn/2429/#pvareaid=6861512
1,燃油车,2025-11,6,6664,艾瑞泽8,13055,9.99-14.89万,https://www.autohome.com.cn/6664/#pvareaid=6861512,public/autohome_energy/guochan/images/1/6_5_艾瑞泽8.png,https://www.autohome.com.cn/6664/#pvareaid=6861512
1,燃油车,2025-11,7,4693,瑞虎8,13034,10.99-12.99万,https://www.autohome.com.cn/4693/#pvareaid=6861512,public/autohome_energy/guochan/images/1/7_6_瑞虎8.png,https://www.autohome.com.cn/4693/#pvareaid=6861512
1,燃油车,2025-11,8,5273,星瑞,12622,9.87-14.67万,https://www.autohome.com.cn/5273/#pvareaid=6861512,public/autohome_energy/guochan/images/1/8_7_星瑞.png,https://www.autohome.com.cn/5273/#pvareaid=6861512
1,燃油车,2025-11,9,3556,帝豪,12412,6.29-9.19万,https://www.autohome.com.cn/3556/#pvareaid=6861512,public/autohome_energy/guochan/images/1/9_8_帝豪.png,https://www.autohome.com.cn/3556/#pvareaid=6861512
1,燃油车,2025-11,10,5179,长安CS75PLUS,11348,10.89-14.39万,https://www.autohome.com.cn/5179/#pvareaid=6861512,public/autohome_energy/guochan/images/1/10_9_长安CS75PLUS.png,https://www.autohome.com.cn/5179/#pvareaid=6861512
1,燃油车,2025-11,11,4701,缤越,9081,6.68-9.78万,https://www.autohome.com.cn/4701/#pvareaid=6861512,public/autohome_energy/guochan/images/1/11_10_缤越.png,https://www.autohome.com.cn/4701/#pvareaid=6861512
1,燃油车,2025-11,12,4869,荣威i5,7213,6.89-12.58万,https://www.autohome.com.cn/4869/#pvareaid=6861512,public/autohome_energy/guochan/images/1/12_11_荣威i5.png,https://www.autohome.com.cn/4869/#pvareaid=6861512
1,燃油车,2025-11,13,7552,长安X5 PLUS,6902,6.99-10.39万,https://www.autohome.com.cn/7552/#pvareaid=6861512,public/autohome_energy/guochan/images/1/13_12_长安X5_PLUS.png,https://www.autohome.com.cn/7552/#pvareaid=6861512
1,燃油车,2025-11,14,4683,捷途X70,6796,9.99-14.99万,https://www.autohome.com.cn/4683/#pvareaid=6861512,public/autohome_energy/guochan/images/1/14_13_捷途X70.png,https://www.autohome.com.cn/4683/#pvareaid=6861512
1,燃油车,2025-11,15,5048,红旗HS5,6644,18.38-24.98万,https://www.autohome.com.cn/5048/#pvareaid=6861512,public/autohome_energy/guochan/images/1/15_14_红旗HS5.png,https://www.autohome.com.cn/5048/#pvareaid=6861512
1,燃油车,2025-11,16,2123,哈弗H6,6610,9.89-14.39万,https://www.autohome.com.cn/2123/#pvareaid=6861512,public/autohome_energy/guochan/images/1/16_15_哈弗H6.png,https://www.autohome.com.cn/2123/#pvareaid=6861512
1,燃油车,2025-11,17,4402,领克03,5097,12.18-42.03万,https://www.autohome.com.cn/4402/#pvareaid=6861512,public/autohome_energy/guochan/images/1/17_16_领克03.png,https://www.autohome.com.cn/4402/#pvareaid=6861512
1,燃油车,2025-11,18,6606,捷途旅行者,4668,13.99-23.99万,https://www.autohome.com.cn/6606/#pvareaid=6861512,public/autohome_energy/guochan/images/1/18_17_捷途旅行者.png,https://www.autohome.com.cn/6606/#pvareaid=6861512
1,燃油车,2025-11,19,5498,长安CS55PLUS,4625,9.29-11.39万,https://www.autohome.com.cn/5498/#pvareaid=6861512,public/autohome_energy/guochan/images/1/19_18_长安CS55PLUS.png,https://www.autohome.com.cn/5498/#pvareaid=6861512
1,燃油车,2025-11,20,7072,瑞虎9,4442,14.79-20.99万,https://www.autohome.com.cn/7072/#pvareaid=6861512,public/autohome_energy/guochan/images/1/20_19_瑞虎9.png,https://www.autohome.com.cn/7072/#pvareaid=6861512
1,燃油车,2025-11,21,5174,五菱宏光V,4401,4.46-5.28万,https://www.autohome.com.cn/5174/#pvareaid=6861512,public/autohome_energy/guochan/images/1/21_20_五菱宏光V.png,https://www.autohome.com.cn/5174/#pvareaid=6861512
1,燃油车,2025-11,22,5771,北京越野BJ30,4121,9.99-13.69万,https://www.autohome.com.cn/5771/#pvareaid=6861512,public/autohome_energy/guochan/images/1/22_21_北京越野BJ30.png,https://www.autohome.com.cn/5771/#pvareaid=6861512
1,燃油车,2025-11,23,3495,传祺GS3,4097,7.98-9.98万,https://www.autohome.com.cn/3495/#pvareaid=6861512,public/autohome_energy/guochan/images/1/23_22_传祺GS3.png,https://www.autohome.com.cn/3495/#pvareaid=6861512
1,燃油车,2025-11,24,2139,五菱宏光,3946,4.60-6.09万,https://www.autohome.com.cn/2139/#pvareaid=6861512,public/autohome_energy/guochan/images/1/24_23_五菱宏光.png,https://www.autohome.com.cn/2139/#pvareaid=6861512
1,燃油车,2025-11,25,6335,长安UNI-V,3930,10.29-13.99万,https://www.autohome.com.cn/6335/#pvareaid=6861512,public/autohome_energy/guochan/images/1/25_24_长安UNI-V.png,https://www.autohome.com.cn/6335/#pvareaid=6861512
1,燃油车,2025-11,26,4174,传祺M8,3824,18.98-23.98万,https://www.autohome.com.cn/4174/#pvareaid=6861512,public/autohome_energy/guochan/images/1/26_25_传祺M8.png,https://www.autohome.com.cn/4174/#pvareaid=6861512
1,燃油车,2025-11,27,532,MG5,3419,6.79-9.89万,https://www.autohome.com.cn/532/#pvareaid=6861512,public/autohome_energy/guochan/images/1/27_26_MG5.png,https://www.autohome.com.cn/532/#pvareaid=6861512
1,燃油车,2025-11,28,5810,坦克300,3381,19.98-23.48万,https://www.autohome.com.cn/5810/#pvareaid=6861512,public/autohome_energy/guochan/images/1/28_27_坦克300.png,https://www.autohome.com.cn/5810/#pvareaid=6861512
