series_id,series_url,config_url
5769,https://www.autohome.com.cn/series/5769.html,https://www.autohome.com.cn/config/series/5769.html#pvareaid=3454437
7806,https://www.autohome.com.cn/series/7806.html,https://www.autohome.com.cn/config/series/7806.html#pvareaid=3454437
8183,https://www.autohome.com.cn/series/8183.html,https://www.autohome.com.cn/config/series/8183.html#pvareaid=3454437
7538,https://www.autohome.com.cn/series/7538.html,https://www.autohome.com.cn/config/series/7538.html#pvareaid=3454437
6139,https://www.autohome.com.cn/series/6139.html,https://www.autohome.com.cn/config/series/6139.html#pvareaid=3454437
5714,https://www.autohome.com.cn/series/5714.html,https://www.autohome.com.cn/config/series/5714.html#pvareaid=3454437
5346,https://www.autohome.com.cn/series/5346.html,https://www.autohome.com.cn/config/series/5346.html#pvareaid=3454437
4427,https://www.autohome.com.cn/series/4427.html,https://www.autohome.com.cn/config/series/4427.html#pvareaid=3454437
6762,https://www.autohome.com.cn/series/6762.html,https://www.autohome.com.cn/config/series/6762.html#pvareaid=3454437
6651,https://www.autohome.com.cn/series/6651.html,https://www.autohome.com.cn/config/series/6651.html#pvareaid=3454437
8087,https://www.autohome.com.cn/series/8087.html,https://www.autohome.com.cn/config/series/8087.html#pvareaid=3454437
7793,https://www.autohome.com.cn/series/7793.html,https://www.autohome.com.cn/config/series/7793.html#pvareaid=3454437
7740,https://www.autohome.com.cn/series/7740.html,https://www.autohome.com.cn/config/series/7740.html#pvareaid=3454437
8241,https://www.autohome.com.cn/series/8241.html,https://www.autohome.com.cn/config/series/8241.html#pvareaid=3454437
8189,https://www.autohome.com.cn/series/8189.html,https://www.autohome.com.cn/config/series/8189.html#pvareaid=3454437
7382,https://www.autohome.com.cn/series/7382.html,https://www.autohome.com.cn/config/series/7382.html#pvareaid=3454437
6998,https://www.autohome.com.cn/series/6998.html,https://www.autohome.com.cn/config/series/6998.html#pvareaid=3454437
8086,https://www.autohome.com.cn/series/8086.html,https://www.autohome.com.cn/config/series/8086.html#pvareaid=3454437
5976,https://www.autohome.com.cn/series/5976.html,https://www.autohome.com.cn/config/series/5976.html#pvareaid=3454437
7712,https://www.autohome.com.cn/series/7712.html,https://www.autohome.com.cn/config/series/7712.html#pvareaid=3454437
6962,https://www.autohome.com.cn/series/6962.html,https://www.autohome.com.cn/config/series/6962.html#pvareaid=3454437
8245,https://www.autohome.com.cn/series/8245.html,https://www.autohome.com.cn/config/series/8245.html#pvareaid=3454437
7588,https://www.autohome.com.cn/series/7588.html,https://www.autohome.com.cn/config/series/7588.html#pvareaid=3454437
7231,https://www.autohome.com.cn/series/7231.html,https://www.autohome.com.cn/config/series/7231.html#pvareaid=3454437
6924,https://www.autohome.com.cn/series/6924.html,https://www.autohome.com.cn/config/series/6924.html#pvareaid=3454437
6298,https://www.autohome.com.cn/series/6298.html,https://www.autohome.com.cn/config/series/6298.html#pvareaid=3454437
7777,https://www.autohome.com.cn/series/7777.html,https://www.autohome.com.cn/config/series/7777.html#pvareaid=3454437
7578,https://www.autohome.com.cn/series/7578.html,https://www.autohome.com.cn/config/series/7578.html#pvareaid=3454437
8433,https://www.autohome.com.cn/series/8433.html,https://www.autohome.com.cn/config/series/8433.html#pvareaid=3454437
7491,https://www.autohome.com.cn/series/7491.html,https://www.autohome.com.cn/config/series/7491.html#pvareaid=3454437
7554,https://www.autohome.com.cn/series/7554.html,https://www.autohome.com.cn/config/series/7554.html#pvareaid=3454437
7877,https://www.autohome.com.cn/series/7877.html,https://www.autohome.com.cn/config/series/7877.html#pvareaid=3454437
7687,https://www.autohome.com.cn/series/7687.html,https://www.autohome.com.cn/config/series/7687.html#pvareaid=3454437
7327,https://www.autohome.com.cn/series/7327.html,https://www.autohome.com.cn/config/series/7327.html#pvareaid=3454437
7045,https://www.autohome.com.cn/series/7045.html,https://www.autohome.com.cn/config/series/7045.html#pvareaid=3454437
7305,https://www.autohome.com.cn/series/7305.html,https://www.autohome.com.cn/config/series/7305.html#pvareaid=3454437
6674,https://www.autohome.com.cn/series/6674.html,https://www.autohome.com.cn/config/series/6674.html#pvareaid=3454437
6091,https://www.autohome.com.cn/series/6091.html,https://www.autohome.com.cn/config/series/6091.html#pvareaid=3454437
7918,https://www.autohome.com.cn/series/7918.html,https://www.autohome.com.cn/config/series/7918.html#pvareaid=3454437
7125,https://www.autohome.com.cn/series/7125.html,https://www.autohome.com.cn/config/series/7125.html#pvareaid=3454437
7162,https://www.autohome.com.cn/series/7162.html,https://www.autohome.com.cn/config/series/7162.html#pvareaid=3454437
7781,https://www.autohome.com.cn/series/7781.html,https://www.autohome.com.cn/config/series/7781.html#pvareaid=3454437
8015,https://www.autohome.com.cn/series/8015.html,https://www.autohome.com.cn/config/series/8015.html#pvareaid=3454437
8278,https://www.autohome.com.cn/series/8278.html,https://www.autohome.com.cn/config/series/8278.html#pvareaid=3454437
7925,https://www.autohome.com.cn/series/7925.html,https://www.autohome.com.cn/config/series/7925.html#pvareaid=3454437
7306,https://www.autohome.com.cn/series/7306.html,https://www.autohome.com.cn/config/series/7306.html#pvareaid=3454437
7728,https://www.autohome.com.cn/series/7728.html,https://www.autohome.com.cn/config/series/7728.html#pvareaid=3454437
8014,https://www.autohome.com.cn/series/8014.html,https://www.autohome.com.cn/config/series/8014.html#pvareaid=3454437
6817,https://www.autohome.com.cn/series/6817.html,https://www.autohome.com.cn/config/series/6817.html#pvareaid=3454437
7364,https://www.autohome.com.cn/series/7364.html,https://www.autohome.com.cn/config/series/7364.html#pvareaid=3454437
